,name,ratio,num_matches_2016-2019,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,hand,gender,ioc,birth,ht,minutes,perc_ace,serv_won_tot_seve,bpFaced,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon
2274,MANDY MINELLA,0.5344827586206896,210.0,0.5523809523809524,22.0,0.36363636363636365,R,F,LUX,1985.0,180.0,77.6478494623656,5.0,0.5104936100363466,1744.0,4.0,44.0,5.0,7.0,56.0
2275,MANDY WAGEMAKER,0.45,20.0,0.45,0.0,0.0,R,F,NED,1994.0,177.25,60.54545454545455,4.0,0.27584097859327217,110.0,3.0,30.0,1.0,2.0,18.0
2277,MANISH SURESHKUMAR,0.4583333333333333,23.0,0.4782608695652174,1.0,0.0,R,M,IND,1999.0,183.8,81.81118881118881,7.0,0.5711368277739959,153.0,7.0,46.0,8.0,6.0,67.0
2279,MANON ARCANGIOLI,0.5291828793774319,213.0,0.5211267605633803,44.0,0.5681818181818182,U,F,FRA,1994.0,173.36363636363637,60.062348079727755,4.0,0.4287259478538085,1255.0,10.0,49.0,2.0,5.0,33.0
2280,MANON LEONARD,0.36507936507936506,51.0,0.39215686274509803,12.0,0.25,R,F,FRA,2001.0,173.36363636363637,60.3625,0.0,0.37209302325581395,440.0,5.0,36.0,2.0,4.0,30.0
2282,MANUEL GUINARD,0.4392523364485981,64.0,0.4375,43.0,0.4418604651162791,U,M,FRA,1995.0,186.96153846153845,94.0468085106383,12.0,0.6040409341380215,767.0,7.0,48.0,9.0,6.0,69.0
2283,MANUEL PENA LOPEZ,0.34782608695652173,23.0,0.34782608695652173,0.0,0.0,U,M,ARG,1998.0,184.5,113.0875,4.0,0.5828006972690296,182.0,8.0,49.0,10.0,6.0,67.0
2284,MANUEL SANCHEZ,0.4067796610169492,55.0,0.41818181818181815,4.0,0.25,R,M,MEX,1991.0,183.33333333333331,91.22440476190476,14.0,0.6185421089879689,417.0,13.0,48.0,12.0,9.0,74.0
2285,MAO XIN GONG,0.4090909090909091,22.0,0.4090909090909091,0.0,0.0,R,M,CHN,1987.0,178.0,84.15811965811966,9.0,0.5715210355987055,175.0,13.0,44.0,10.0,9.0,69.0
2287,MARC ANDREA HUESLER,0.4864864864864865,80.0,0.425,68.0,0.5588235294117647,L,M,SUI,1996.0,182.83333333333331,95.47551169590643,17.0,0.64536885988762,855.0,8.0,52.0,11.0,9.0,74.0
2288,MARC GINER,0.43478260869565216,23.0,0.43478260869565216,0.0,0.0,R,M,ESP,1991.0,182.65217391304347,95.68846153846154,5.0,0.5917232859789994,161.0,6.0,47.0,5.0,6.0,68.0
2289,MARC POLMANS,0.4678111587982833,179.0,0.4860335195530726,54.0,0.4074074074074074,R,M,AUS,1997.0,187.07692307692307,100.70279668540988,7.0,0.6055013927576601,1665.0,7.0,49.0,11.0,6.0,68.0
2290,MARC SIEBER,0.5147058823529411,68.0,0.5147058823529411,0.0,0.0,L,M,GER,1988.0,178.0,90.92857142857143,5.0,0.6004192872117401,456.0,9.0,49.0,13.0,9.0,67.0
2291,MARCEL FELDER,0.36363636363636365,11.0,0.36363636363636365,0.0,0.0,R,M,URU,1984.0,180.0,80.96428571428572,3.0,0.567398119122257,69.0,4.0,53.0,13.0,11.0,71.0
2292,MARCEL GRANOLLERS,0.5570776255707762,219.0,0.5570776255707762,0.0,0.0,R,M,ESP,1986.0,190.0,97.40616021632584,10.0,0.6449884714498847,1146.0,5.0,52.0,6.0,6.0,68.0
2293,MARCELA GUIMARAES BUENO,0.17857142857142858,28.0,0.17857142857142858,0.0,0.0,U,F,BRA,1988.0,172.13719297606002,59.69565217391305,0.0,0.11569416498993963,161.0,7.0,9.0,1.0,2.0,14.0
2294,MARCELA ZACARIAS,0.6045197740112994,152.0,0.6381578947368421,25.0,0.4,R,F,MEX,1994.0,172.13719297606002,63.93064085447263,0.0,0.4723686447883013,1071.0,6.0,35.0,3.0,6.0,41.0
2297,MARCELO AREVALO,0.49099099099099097,218.0,0.4908256880733945,4.0,0.5,R,M,ESA,1990.0,185.6766904886429,94.75712429974831,11.0,0.6292850146914789,1389.0,7.0,50.0,10.0,7.0,69.0
2298,MARCELO TOMAS BARRIOS VERA,0.5677083333333334,113.0,0.5398230088495575,79.0,0.6075949367088608,R,M,CHI,1997.0,185.0,98.14043329280423,6.0,0.6088830447804807,1307.0,6.0,50.0,9.0,7.0,67.0
2299,MARCELO ZORMANN DA SILVA,0.46875,32.0,0.46875,0.0,0.0,R,M,BRA,1996.0,184.53846153846155,82.91764705882352,6.0,0.600896860986547,216.0,9.0,48.0,8.0,9.0,66.0
2300,MARCIN GAWRON,0.42105263157894735,19.0,0.42105263157894735,0.0,0.0,U,M,POL,1988.0,191.14285714285717,86.80113636363637,11.0,0.6137770897832817,137.0,6.0,54.0,9.0,8.0,69.0
2301,MARCO BORTOLOTTI,0.3709677419354839,55.0,0.38181818181818183,7.0,0.2857142857142857,R,M,ITA,1991.0,185.7058823529412,96.05351170568562,4.0,0.5697266993693062,479.0,6.0,48.0,11.0,8.0,68.0
2302,MARCO CECCHINATO,0.544891640866873,238.0,0.542016806722689,85.0,0.5529411764705883,R,M,ITA,1992.0,185.0,97.17109230055658,8.0,0.6303628998925354,2021.0,4.0,52.0,9.0,6.0,70.0
2303,MARCO CHIUDINELLI,0.49523809523809526,105.0,0.49523809523809526,0.0,0.0,R,M,SUI,1981.0,185.0,92.9250725689405,10.0,0.6342447916666667,625.0,4.0,52.0,16.0,6.0,74.0
2304,MARCO TRUNGELLITI,0.5547169811320755,209.0,0.5741626794258373,56.0,0.48214285714285715,R,M,ARG,1990.0,184.5,97.76553672316385,8.0,0.6028732167972675,1975.0,7.0,50.0,8.0,6.0,68.0
2305,MARCOS BAGHDATIS,0.5405405405405406,148.0,0.5405405405405406,0.0,0.0,R,M,CYP,1985.0,183.0,99.56360294117647,18.0,0.6399366675980255,859.0,8.0,51.0,11.0,7.0,71.0
2306,MARCOS GIRON,0.5714285714285714,153.0,0.5686274509803921,71.0,0.5774647887323944,R,M,USA,1993.0,180.0,97.00260416666666,11.0,0.6301891281075295,1409.0,6.0,50.0,11.0,7.0,69.0
2307,MARCUS WILLIS,0.47058823529411764,17.0,0.47058823529411764,0.0,0.0,L,M,GBR,1990.0,183.42857142857144,81.5625,25.0,0.7481089258698941,119.0,13.0,52.0,11.0,5.0,74.0
2308,MAREK GENGEL,0.3170731707317073,28.0,0.2857142857142857,13.0,0.38461538461538464,R,M,CZE,1995.0,190.375,79.65247252747253,12.0,0.5787855495772483,308.0,8.0,45.0,7.0,8.0,67.0
2309,MAREK JALOVIEC,0.32608695652173914,46.0,0.32608695652173914,0.0,0.0,L,M,CZE,1994.0,190.375,81.87956989247311,8.0,0.5788061703554661,323.0,10.0,45.0,14.0,7.0,72.0
2310,MAREK MICHALICKA,0.5,32.0,0.5,0.0,0.0,R,M,CZE,1987.0,190.375,82.625,5.0,0.5512820512820513,244.0,9.0,47.0,7.0,8.0,64.0
2311,MARGARITA GASPARYAN,0.48507462686567165,100.0,0.53,34.0,0.35294117647058826,R,F,RUS,1994.0,165.3125,88.63099219620959,6.0,0.5347432024169184,1057.0,9.0,42.0,4.0,8.0,60.0
2319,MARGOT YEROLYMOS,0.5683453237410072,212.0,0.5943396226415094,66.0,0.48484848484848486,U,F,FRA,1997.0,173.36363636363637,60.91128691983123,8.0,0.5333129116250575,2307.0,12.0,56.0,2.0,5.0,32.0
2320,MARI OSAKA,0.5308641975308642,149.0,0.5369127516778524,13.0,0.46153846153846156,U,F,JPN,1996.0,163.83333333333334,62.60327417380661,4.0,0.5359689502662696,1311.0,4.0,43.0,3.0,6.0,47.0
2324,MARIA CAMILA OSORIO SERRANO,0.6625766871165644,96.0,0.6979166666666666,67.0,0.6119402985074627,R,F,COL,2002.0,162.0,71.86599326599327,3.0,0.5790554414784395,1673.0,11.0,47.0,3.0,7.0,47.0
2332,MARIA FERNANDA HERAZO GONZALEZ,0.597457627118644,189.0,0.5978835978835979,47.0,0.5957446808510638,L,F,COL,1997.0,162.0,61.02698768197088,2.0,0.5362291108559766,1753.0,14.0,54.0,2.0,4.0,27.0
2339,MARIA INES FONTE,0.410958904109589,56.0,0.5,17.0,0.11764705882352941,U,F,POR,2002.0,165.0,61.02325581395348,1.0,0.21377422072451557,427.0,2.0,18.0,2.0,4.0,26.0
2340,MARIA IRIGOYEN,0.3125,16.0,0.3125,0.0,0.0,L,F,ARG,1987.0,170.0,69.4090909090909,1.0,0.39823788546255506,139.0,4.0,29.0,2.0,5.0,43.0
2342,MARIA JOAO KOEHLER,0.5227272727272727,88.0,0.5227272727272727,0.0,0.0,U,F,POR,1992.0,165.0,59.80952380952381,0.0,0.1251175917215428,294.0,4.0,7.0,1.0,3.0,23.0
2344,MARIA JOSE PORTILLO RAMIREZ,0.5784313725490197,70.0,0.5714285714285714,32.0,0.59375,R,F,MEX,1999.0,172.13719297606002,60.556759952700034,7.0,0.4425350780387829,648.0,15.0,45.0,2.0,5.0,26.0
2350,MARIA LOTA KAUL,0.5168539325842697,29.0,0.4482758620689655,60.0,0.55,U,F,EST,2000.0,177.5,60.70930232558139,2.0,0.32113517550410753,430.0,6.0,36.0,1.0,1.0,11.0
2351,MARIA LOURDES CARLE,0.6993865030674846,73.0,0.684931506849315,90.0,0.7111111111111111,U,F,ARG,2000.0,170.0,61.04296455424275,0.0,0.6264356029532404,1777.0,14.0,67.0,2.0,5.0,30.0
2356,MARIA MATEAS,0.5207100591715976,121.0,0.512396694214876,48.0,0.5416666666666666,U,F,USA,1999.0,173.1818181818182,62.0148709315376,4.0,0.4705357938842828,916.0,12.0,39.0,3.0,6.0,45.0
2358,MARIA PATRASCU,0.2692307692307692,52.0,0.2692307692307692,0.0,0.0,L,F,CAN,1997.0,172.75,60.026315789473685,2.0,0.14789828749351322,380.0,9.0,16.0,1.0,2.0,18.0
2359,MARIA PAULINA PEREZ GARCIA,0.45038167938931295,96.0,0.46875,35.0,0.4,R,F,COL,1996.0,162.0,60.0625,0.0,0.27058421592073795,216.0,4.0,14.0,1.0,3.0,15.0
2361,MARIA SAKKARI,0.58,232.0,0.5603448275862069,68.0,0.6470588235294118,R,F,GRE,1995.0,172.0,94.85043787629995,7.0,0.5565357967667437,2409.0,7.0,46.0,5.0,8.0,59.0
2362,MARIA SANCHEZ,0.46706586826347307,152.0,0.46710526315789475,15.0,0.4666666666666667,R,F,USA,1990.0,173.1818181818182,66.57209737827715,8.0,0.5740230257823902,1441.0,11.0,50.0,4.0,7.0,50.0
2364,MARIA SHARAPOVA,0.6285714285714286,68.0,0.6470588235294118,2.0,0.0,R,F,RUS,1987.0,165.3125,108.24125874125875,12.0,0.5905944625407166,489.0,14.0,45.0,5.0,10.0,64.0
2368,MARIA TERESA TORRO FLOR,0.6057692307692307,104.0,0.6057692307692307,0.0,0.0,R,F,ESP,1992.0,173.0,63.11285327138985,6.0,0.6300031515915537,997.0,14.0,64.0,4.0,8.0,53.0
2375,MARIAM BOLKVADZE,0.6007905138339921,199.0,0.628140703517588,54.0,0.5,L,F,GEO,1998.0,171.0,63.74482152162585,1.0,0.4631068496170166,1985.0,12.0,37.0,3.0,6.0,40.0
2379,MARIAN JADE CAPADOCIA,0.5833333333333334,9.0,0.5555555555555556,3.0,0.6666666666666666,R,F,PHI,1996.0,172.13719297606002,62.27142857142857,1.0,0.4720812182741117,91.0,7.0,36.0,1.0,7.0,30.0
2385,MARIANA DUQUE MARINO,0.5428571428571428,140.0,0.5428571428571428,0.0,0.0,R,F,COL,1989.0,162.0,82.99671052631578,3.0,0.5368098159509203,1301.0,9.0,45.0,3.0,7.0,56.0
2389,MARIANO KESTELBOIM,0.43333333333333335,23.0,0.43478260869565216,7.0,0.42857142857142855,R,M,ARG,1996.0,184.5,96.47285067873304,2.0,0.5462022254475085,253.0,6.0,44.0,6.0,6.0,62.0
2392,MARIE BENOIT,0.5555555555555556,227.0,0.5682819383259912,61.0,0.5081967213114754,L,F,BEL,1995.0,174.8,62.91484375,2.0,0.5070358601906492,2176.0,7.0,38.0,2.0,6.0,43.0
2393,MARIE BOUZKOVA,0.6221498371335505,252.0,0.6428571428571429,55.0,0.5272727272727272,R,F,CZE,1998.0,180.0,78.4058719985557,4.0,0.5262749749110482,2217.0,4.0,44.0,4.0,7.0,51.0
2395,MARIE LEDUC,0.5454545454545454,11.0,0.5454545454545454,0.0,0.0,U,F,CAN,1998.0,172.75,59.9,1.0,0.10584677419354839,50.0,2.0,11.0,1.0,3.0,18.0
2407,MARIN CILIC,0.6373239436619719,222.0,0.6576576576576577,62.0,0.5645161290322581,R,M,CRO,1988.0,198.0,117.96355200343292,22.0,0.6744085087909703,1526.0,7.0,52.0,14.0,6.0,70.0
2408,MARINA BASSOLS RIBERA,0.5849802371541502,177.0,0.5819209039548022,76.0,0.5921052631578947,U,F,ESP,2000.0,172.25,60.27097812097812,3.0,0.5534573415502911,2037.0,11.0,53.0,2.0,5.0,35.0
2410,MARINA ERAKOVIC,0.5116279069767442,86.0,0.5116279069767442,0.0,0.0,R,F,NZL,1988.0,174.0,87.1228354978355,5.0,0.5701224489795919,688.0,10.0,45.0,6.0,8.0,62.0
2412,MARINA MELNIKOVA,0.525,191.0,0.5340314136125655,49.0,0.4897959183673469,R,F,RUS,1989.0,165.3125,68.9124895572264,0.0,0.4956031293589666,2180.0,11.0,37.0,3.0,6.0,46.0
2416,MARINE PARTAUD,0.5569620253164557,175.0,0.56,62.0,0.5483870967741935,R,F,FRA,1994.0,173.36363636363637,60.64967532467533,0.0,0.5646651996227602,2603.0,17.0,39.0,2.0,5.0,34.0
2418,MARINKO MATOSEVIC,0.6197183098591549,142.0,0.6197183098591549,0.0,0.0,R,M,AUS,1985.0,194.0,87.3175505050505,10.0,0.6286617492096944,774.0,8.0,51.0,10.0,9.0,67.0
2419,MARIO VILELLA MARTINEZ,0.5510204081632653,126.0,0.5476190476190477,70.0,0.5571428571428572,R,M,ESP,1995.0,182.65217391304347,93.76388888888889,11.0,0.6192313399614187,1200.0,11.0,50.0,6.0,6.0,68.0
2421,MARIUS COPIL,0.5313653136531366,239.0,0.5439330543933054,32.0,0.4375,R,M,ROU,1990.0,193.0,95.04437335958005,22.0,0.6646531663118285,1398.0,6.0,53.0,10.0,6.0,73.0
2427,MARK VERRYTH,0.4375,16.0,0.4375,0.0,0.0,R,M,AUS,1991.0,187.07692307692307,77.69841269841271,19.0,0.6402877697841727,99.0,12.0,48.0,15.0,8.0,73.0
2429,MARKETA VONDROUSOVA,0.6553398058252428,153.0,0.6993464052287581,53.0,0.5283018867924528,L,F,CZE,1999.0,173.0,86.04423578508084,5.0,0.6039288361749444,1506.0,12.0,51.0,4.0,8.0,62.0
2430,MARKO DJOKOVIC,0.45454545454545453,11.0,0.45454545454545453,0.0,0.0,R,M,SRB,1991.0,183.0,78.21666666666667,7.0,0.594017094017094,71.0,10.0,49.0,6.0,6.0,63.0
2431,MARKO TEPAVAC,0.44,73.0,0.4520547945205479,2.0,0.0,R,M,SRB,1994.0,183.0,82.25,19.0,0.632512315270936,374.0,8.0,49.0,13.0,7.0,72.0
2432,MARKOS KALOVELONIS,0.5769230769230769,23.0,0.6086956521739131,3.0,0.3333333333333333,R,M,GRE,1994.0,190.5,82.66363636363636,19.0,0.6418554476806904,157.0,6.0,52.0,12.0,6.0,73.0
2433,MARKUS ERIKSSON,0.48,94.0,0.5106382978723404,6.0,0.0,R,M,SWE,1990.0,185.33333333333331,95.43589743589743,7.0,0.5915882678472607,743.0,4.0,49.0,10.0,8.0,67.0
2434,MARLIES SZUPPER,0.4583333333333333,96.0,0.4583333333333333,0.0,0.0,U,F,AUT,1995.0,165.0,59.90384615384615,3.0,0.1626848691695108,416.0,6.0,17.0,1.0,2.0,19.0
2436,MARSEL ILHAN,0.4125,75.0,0.44,5.0,0.0,R,M,TUR,1987.0,190.0,94.11121856866538,11.0,0.6153592072667217,582.0,5.0,47.0,11.0,6.0,72.0
2437,MARTA CUSTIC,0.5094339622641509,8.0,0.375,45.0,0.5333333333333333,R,F,ESP,2002.0,172.25,60.53846153846154,5.0,0.24891908585546635,208.0,4.0,20.0,2.0,8.0,36.0
2441,MARTA KOSTYUK,0.672514619883041,104.0,0.6634615384615384,67.0,0.6865671641791045,R,F,UKR,2002.0,175.0,75.0722049689441,6.0,0.5860247123988069,1282.0,11.0,47.0,3.0,8.0,56.0
2444,MARTA PAIGINA,0.7053571428571429,112.0,0.7053571428571429,0.0,0.0,U,F,RUS,1999.0,165.3125,60.40909090909091,4.0,0.14616141732283464,198.0,5.0,15.0,2.0,4.0,24.0
2446,MARTIN CUEVAS,0.48412698412698413,115.0,0.5130434782608696,11.0,0.18181818181818182,R,M,URU,1992.0,180.0,95.87087011349305,14.0,0.6119419768357135,823.0,10.0,49.0,4.0,6.0,69.0
2447,MARTIN KLIZAN,0.5414847161572053,177.0,0.5706214689265536,52.0,0.4423076923076923,L,M,SVK,1989.0,190.0,104.81685867895546,9.0,0.6130029119866881,1567.0,7.0,51.0,14.0,6.0,70.0
2448,MARTIN REDLICKI,0.38333333333333336,51.0,0.39215686274509803,9.0,0.3333333333333333,U,M,USA,1995.0,187.53125,92.25205640423032,17.0,0.6422404250608811,367.0,7.0,50.0,19.0,8.0,77.0
2450,MARTINA CAPURRO TABORDA,0.5342465753424658,73.0,0.5342465753424658,0.0,0.0,L,F,ARG,1998.0,170.0,60.76131221719457,1.0,0.8475475033141847,706.0,12.0,81.0,1.0,3.0,20.0
2451,MARTINA CAREGARO,0.44036697247706424,184.0,0.4673913043478261,34.0,0.29411764705882354,R,F,ITA,1992.0,166.83333333333334,60.893528005464475,2.0,0.4296081277213353,2111.0,9.0,30.0,2.0,6.0,42.0
2452,MARTINA COLMEGNA,0.5663716814159292,174.0,0.5747126436781609,52.0,0.5384615384615384,R,F,ITA,1997.0,166.83333333333334,59.96938775510204,0.0,0.09326354428658827,686.0,1.0,4.0,1.0,4.0,25.0
2453,MARTINA DI GIUSEPPE,0.5155038759689923,212.0,0.5566037735849056,46.0,0.32608695652173914,U,F,ITA,1991.0,166.83333333333334,65.76634586466164,6.0,0.5257322175732217,1966.0,7.0,51.0,3.0,6.0,48.0
2458,MARTINA TREVISAN,0.5666666666666667,192.0,0.6041666666666666,48.0,0.4166666666666667,L,F,ITA,1993.0,160.0,75.49095022624434,0.0,0.5259656146961846,2102.0,7.0,44.0,4.0,7.0,54.0
2460,MARTINS PODZUS,0.47368421052631576,19.0,0.47368421052631576,0.0,0.0,R,M,LAT,1994.0,190.0,95.37222222222222,9.0,0.635752688172043,118.0,7.0,51.0,9.0,7.0,72.0
2461,MARTON FUCSOVICS,0.584375,253.0,0.5770750988142292,67.0,0.6119402985074627,R,M,HUN,1992.0,188.0,105.20316834867918,10.0,0.6293039691018161,2134.0,7.0,52.0,6.0,6.0,67.0
2462,MARTYNA KUBKA,0.5416666666666666,18.0,0.6111111111111112,54.0,0.5185185185185185,R,F,POL,2001.0,173.5,60.121212121212125,1.0,0.18701298701298702,330.0,1.0,13.0,1.0,3.0,20.0
2463,MARVIN MOELLER,0.48148148148148145,12.0,0.3333333333333333,15.0,0.6,U,M,GER,1999.0,187.44,86.75274725274726,7.0,0.5704809286898839,190.0,8.0,45.0,10.0,7.0,69.0
2464,MARVIN NETUSCHIL,0.5714285714285714,21.0,0.5714285714285714,0.0,0.0,R,M,GER,1991.0,187.44,108.18055555555556,4.0,0.5855263157894737,183.0,6.0,46.0,6.0,7.0,63.0
2468,MARYNA ZANEVSKA,0.6053639846743295,197.0,0.5786802030456852,64.0,0.6875,R,F,UKR,1993.0,173.75,68.28124615951825,4.0,0.5294467900833604,2030.0,12.0,44.0,4.0,8.0,54.0
2469,MASA JOVANOVIC,0.421875,64.0,0.421875,0.0,0.0,U,F,AUS,1995.0,170.85714285714286,60.7027027027027,1.0,0.31451612903225806,407.0,3.0,9.0,2.0,4.0,30.0
2470,MATE DELIC,0.4,25.0,0.4,0.0,0.0,R,M,CRO,1994.0,194.0,82.38333333333333,15.0,0.6305696559503666,136.0,4.0,53.0,16.0,7.0,75.0
2471,MATE VALKUSZ,0.42424242424242425,33.0,0.42424242424242425,0.0,0.0,R,M,HUN,1998.0,184.0,82.21428571428572,4.0,0.5933174224343676,218.0,7.0,49.0,9.0,8.0,67.0
2473,MATEJ SABANOV,0.4318181818181818,42.0,0.42857142857142855,2.0,0.5,R,M,CRO,1992.0,194.0,80.17473684210526,5.0,0.5750169721656483,304.0,9.0,45.0,8.0,8.0,68.0
2474,MATEJ VOCEL,0.38461538461538464,13.0,0.38461538461538464,0.0,0.0,U,M,CZE,1997.0,190.375,90.825,17.0,0.6075675675675676,77.0,9.0,45.0,10.0,9.0,72.0
2475,MATHEUS PUCINELLI DE ALMEIDA,0.65,2.0,0.0,18.0,0.7222222222222222,U,M,BRA,2001.0,184.53846153846155,106.65384615384616,5.0,0.6141552511415526,134.0,3.0,52.0,7.0,9.0,67.0
2476,MATHIAS BOURGUE,0.5574912891986062,221.0,0.5656108597285068,66.0,0.5303030303030303,R,M,FRA,1994.0,186.96153846153845,93.79330708661416,14.0,0.6304541848472828,1654.0,5.0,50.0,9.0,6.0,69.0
2477,MATHIEU PERCHICOT,0.3125,5.0,0.4,11.0,0.2727272727272727,U,M,FRA,1992.0,186.96153846153845,92.30909090909091,4.0,0.5709312445604874,136.0,8.0,49.0,7.0,4.0,68.0
2481,MATHILDE JOHANSSON,0.2857142857142857,14.0,0.2857142857142857,0.0,0.0,R,F,FRA,1985.0,173.0,73.575,3.0,0.47351524879614765,117.0,14.0,42.0,4.0,7.0,50.0
2483,MATIAS FRANCO DESCOTTE,0.4117647058823529,38.0,0.42105263157894735,13.0,0.38461538461538464,R,M,ARG,1994.0,184.5,101.19047619047619,8.0,0.5994182971972501,379.0,6.0,47.0,12.0,8.0,71.0
2484,MATIAS ZUKAS,0.4166666666666667,24.0,0.4166666666666667,0.0,0.0,R,M,ARG,1996.0,184.5,96.60714285714286,7.0,0.5786240786240786,169.0,7.0,49.0,8.0,9.0,69.0
2485,MATIJA PECOTIC,0.4418604651162791,24.0,0.5,19.0,0.3684210526315789,U,M,CRO,1989.0,194.0,93.83991228070175,8.0,0.6060013046314416,268.0,5.0,50.0,9.0,7.0,69.0
2486,MATILDA MUTAVDZIC,0.5,2.0,0.5,32.0,0.5,R,F,GBR,2004.0,177.71428571428572,60.17647058823529,0.0,0.1491955143832277,255.0,5.0,19.0,1.0,4.0,20.0
2490,MATILDE PAOLETTI,0.52,6.0,0.5,19.0,0.5263157894736842,R,F,ITA,2003.0,166.83333333333334,59.875,0.0,0.08415147265077139,84.0,9.0,15.0,1.0,4.0,23.0
2491,MATS MORAING,0.5,160.0,0.50625,50.0,0.48,L,M,GER,1992.0,187.44,81.15238095238095,24.0,0.6427706983697586,1103.0,11.0,48.0,13.0,7.0,71.0
2492,MATS ROSENKRANZ,0.3333333333333333,14.0,0.2857142857142857,13.0,0.38461538461538464,L,M,GER,1998.0,187.44,79.19444444444446,17.0,0.6060770482908302,177.0,9.0,45.0,13.0,8.0,76.0
2493,MATT REID,0.38235294117647056,34.0,0.38235294117647056,0.0,0.0,R,M,AUS,1990.0,187.07692307692307,87.07875457875457,22.0,0.6391912908242613,195.0,11.0,50.0,17.0,7.0,74.0
2494,MATTEO ARNALDI,0.25,3.0,0.0,9.0,0.3333333333333333,R,M,GBR,2001.0,183.0,82.66666666666667,6.0,0.5492577597840755,91.0,10.0,44.0,7.0,6.0,73.0
2495,MATTEO BERRETTINI,0.660377358490566,210.0,0.638095238095238,55.0,0.7454545454545455,R,M,ITA,1996.0,196.0,108.85333333333332,18.0,0.686335554798852,1290.0,4.0,54.0,9.0,6.0,71.0
2496,MATTEO DONATI,0.4588235294117647,165.0,0.4666666666666667,5.0,0.2,R,M,ITA,1995.0,185.7058823529412,90.57455406911929,8.0,0.620569671467875,1141.0,4.0,51.0,9.0,7.0,70.0
2497,MATTEO GIGANTE,0.25,0.0,0.0,16.0,0.25,L,M,ITA,2002.0,185.7058823529412,103.625,7.0,0.5758785942492013,131.0,11.0,49.0,9.0,7.0,72.0
2498,MATTEO MARTINEAU,0.3620689655172414,31.0,0.2903225806451613,27.0,0.4444444444444444,U,M,FRA,1999.0,186.96153846153845,94.56048906048906,11.0,0.6200287494010541,388.0,8.0,48.0,7.0,6.0,71.0
2499,MATTEO VIOLA,0.4427860696517413,136.0,0.4485294117647059,65.0,0.4307692307692308,R,M,ITA,1987.0,185.7058823529412,92.08803170144462,2.0,0.5727190605239386,1611.0,8.0,46.0,9.0,7.0,68.0
2500,MATTHEW BARTON,0.5,78.0,0.5,0.0,0.0,R,M,AUS,1992.0,187.07692307692307,77.8974358974359,25.0,0.6504854368932039,432.0,7.0,48.0,14.0,8.0,75.0
2501,MATTHEW CHRISTOPHER ROMIOS,0.3333333333333333,21.0,0.38095238095238093,3.0,0.0,U,M,AUS,1999.0,187.07692307692307,89.25,10.0,0.5748792270531401,176.0,7.0,48.0,11.0,8.0,75.0
2502,MATTHEW DELLAVEDOVA,0.18181818181818182,11.0,0.18181818181818182,0.0,0.0,U,M,AUS,2000.0,187.07692307692307,85.33333333333334,5.0,0.5602094240837696,86.0,7.0,44.0,10.0,12.0,77.0
2503,MATTHEW EBDEN,0.5485436893203883,168.0,0.5595238095238095,38.0,0.5,R,M,AUS,1988.0,188.0,87.75620896374537,13.0,0.6317516750991385,1237.0,9.0,49.0,12.0,7.0,69.0
2504,MATTHIAS BACHINGER,0.5503875968992248,199.0,0.5628140703517588,59.0,0.5084745762711864,R,M,GER,1987.0,188.0,88.34944147644488,14.0,0.6258485077039112,1609.0,6.0,49.0,10.0,7.0,69.0
2505,MATWE MIDDELKOOP,0.5789473684210527,19.0,0.5789473684210527,0.0,0.0,R,M,NED,1983.0,190.25,81.36931818181819,13.0,0.6182456140350877,118.0,8.0,50.0,17.0,7.0,73.0
2506,MAURICIO ASTORGA,0.21428571428571427,14.0,0.21428571428571427,0.0,0.0,L,M,MEX,1991.0,183.33333333333331,72.63636363636363,15.0,0.6251366120218579,91.0,8.0,49.0,13.0,9.0,76.0
2507,MAURICIO ECHAZU,0.358974358974359,35.0,0.37142857142857144,4.0,0.25,R,M,PER,1989.0,185.6766904886429,98.96571428571428,3.0,0.5679056468906362,318.0,6.0,45.0,9.0,8.0,65.0
2508,MAVERICK BANES,0.45081967213114754,118.0,0.4576271186440678,4.0,0.25,R,M,AUS,1992.0,187.07692307692307,88.90393487109904,8.0,0.6133904150315138,771.0,6.0,51.0,13.0,7.0,70.0
2509,MAX PURCELL,0.5023696682464455,170.0,0.5117647058823529,41.0,0.4634146341463415,R,M,AUS,1998.0,187.07692307692307,92.25166217430368,15.0,0.6195147819170091,1342.0,6.0,49.0,11.0,7.0,70.0
2510,MAXIM DUBARENCO,0.5,12.0,0.5,0.0,0.0,R,M,MDA,1993.0,175.0,99.75,7.0,0.6042908224076281,81.0,4.0,54.0,11.0,6.0,70.0
2511,MAXIME AUTHOM,0.4,20.0,0.4,0.0,0.0,R,M,BEL,1987.0,173.66666666666666,87.54166666666666,8.0,0.619942196531792,121.0,5.0,47.0,14.0,7.0,71.0
2512,MAXIME CHAZAL,0.4,60.0,0.4,0.0,0.0,U,M,FRA,1993.0,186.96153846153845,94.19444444444444,5.0,0.586073500967118,422.0,6.0,47.0,9.0,6.0,68.0
2513,MAXIME CRESSY,0.5163934426229508,50.0,0.58,72.0,0.4722222222222222,R,M,USA,1997.0,198.0,101.00591875168146,28.0,0.6789010750352915,607.0,16.0,51.0,9.0,7.0,73.0
