,num_matches,ratio,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,birth,ht,minutes,perc_ace,_1stwon_1stIn,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon,rank,hand_num,gender_num,ioc_num
0,11,18.181818181818183,20.0,1.0,0.0,1996.0,187.07692307692307,86.69444444444444,14.98,68.35748792270532,12.32,47.78,8.82,5.88,75.79,1131.0,1,1,3
1,157,47.77070063694268,47.88732394366197,15.0,46.66666666666666,1994.0,170.85714285714286,61.6219512195122,1.3,29.80152530825564,4.67,22.1,3.18,5.39,37.9,475.0,1,0,3
2,16,50.0,46.15384615384615,3.0,66.66666666666666,1998.0,183.8,86.875,20.59,71.88118811881188,10.89,51.65,7.12,10.1,70.86,1233.0,2,1,39
3,126,58.730158730158735,57.52212389380531,13.0,69.23076923076923,1992.0,172.13786827469158,63.20556133056134,3.32,57.93115669390391,11.42,54.16,3.76,7.94,47.32,422.0,2,0,67
4,14,21.428571428571427,21.428571428571427,0.0,0.0,1995.0,172.13786827469158,49.40909090909091,0.0,20.185185185185187,16.3,17.2,0.51,2.55,11.88,,2,0,51
5,23,26.08695652173913,26.08695652173913,0.0,0.0,1989.0,187.53125,61.33823529411765,13.46,72.89048473967684,22.26,37.25,10.15,10.74,73.38,398.0,2,1,90
6,201,54.22885572139303,54.82233502538071,4.0,25.0,1994.0,190.375,92.12255684084565,10.44,68.30576585181753,5.64,50.33,5.68,6.97,67.03,169.0,1,1,20
7,29,44.82758620689656,44.82758620689656,0.0,0.0,1990.0,185.7058823529412,87.79567307692308,8.63,69.0748898678414,12.6,45.27,4.6,8.43,65.36,566.0,2,1,42
8,30,40.0,0.0,26.0,46.15384615384615,2001.0,188.0,100.30555555555556,3.43,61.73791170287316,7.15,47.56,9.92,5.73,69.52,500.0,1,1,13
9,19,26.31578947368421,26.31578947368421,0.0,0.0,1995.0,182.8333333333333,83.52857142857144,11.41,70.03891050583657,6.49,48.78,9.13,8.24,72.75,848.0,1,1,80
10,326,52.14723926380368,53.99239543726235,63.0,44.44444444444444,1988.0,183.0,104.64317496229262,10.35,69.94079655543595,5.53,51.37,13.94,6.2,70.04,46.0,0,1,29
11,289,50.51903114186851,52.610441767068274,40.0,37.5,1985.0,182.65217391304347,102.13521410096752,9.29,69.56995948893736,4.87,51.1,13.77,7.28,70.45,182.0,1,1,26
12,69,44.927536231884055,44.927536231884055,0.0,0.0,1985.0,178.0,92.28522920203736,4.29,64.5574466014541,6.78,53.58,9.9,5.71,68.27,298.0,1,1,71
13,50,46.0,46.0,0.0,0.0,1987.0,182.8333333333333,84.7842190016103,14.87,73.11557788944724,8.44,49.59,15.42,8.2,72.47,471.0,0,1,80
14,90,45.55555555555556,46.51162790697674,47.0,44.680851063829785,2001.0,175.5,61.47511199601792,8.16,68.46672201894332,14.58,94.18,1.5,3.39,17.15,915.0,1,0,37
15,168,55.35714285714286,55.35714285714286,0.0,0.0,1993.0,175.5,60.16559139784946,2.93,44.225420244285885,6.99,30.74,1.72,4.45,28.92,487.0,1,0,37
16,144,64.58333333333334,64.58333333333334,0.0,0.0,1989.0,170.0,99.0572422517394,5.31,64.58745874587459,4.11,46.08,5.35,8.15,60.22,11.0,1,0,68
17,159,49.685534591194966,50.0,31.0,48.38709677419355,1992.0,184.5,99.09620253164556,9.86,68.20744081172492,6.12,50.45,10.18,7.3,69.35,339.0,1,1,2
18,17,35.294117647058826,0.0,12.0,50.0,2000.0,183.42857142857144,116.27272727272728,8.03,65.11919698870766,5.9,46.49,8.51,7.45,70.61,563.0,2,1,30
19,231,53.67965367965368,55.74712643678161,57.0,47.368421052631575,1993.0,180.0,92.35758968947844,7.27,65.0320684446775,10.57,44.29,7.22,8.86,61.86,104.0,1,0,3
20,36,33.33333333333333,33.33333333333333,0.0,0.0,1988.0,163.83333333333334,60.35416666666667,0.0,35.865504358655045,19.43,33.06,1.46,3.73,23.62,828.0,2,0,43
21,129,44.18604651162791,45.28301886792453,23.0,39.130434782608695,1984.0,172.13786827469158,62.39985380116959,5.54,57.58534543835923,5.8,29.49,2.99,6.61,44.68,445.0,1,0,91
22,201,50.74626865671642,52.71739130434783,17.0,29.411764705882355,1993.0,163.83333333333334,61.80496137849079,1.09,42.44508468577622,2.3,38.8,3.01,6.95,45.41,346.0,1,0,43
23,232,49.56896551724138,50.256410256410255,37.0,45.94594594594595,1997.0,187.07692307692307,89.43147528799702,13.17,70.71451933434119,7.27,51.19,7.86,7.43,68.78,235.0,1,1,3
24,86,36.04651162790697,33.89830508474576,27.0,40.74074074074074,1994.0,170.85714285714286,60.20909090909091,5.89,27.346658526844077,14.73,24.19,1.44,3.45,22.96,814.0,2,0,3
25,11,9.090909090909092,0.0,4.0,25.0,1998.0,183.42857142857144,98.45,8.97,67.9372197309417,11.21,41.61,6.34,6.34,70.5,1096.0,1,1,30
26,77,48.05194805194805,48.05194805194805,0.0,0.0,1992.0,203.0,84.81182432432432,40.0,82.3372287145242,17.36,49.72,15.97,7.8,77.15,499.0,1,1,29
27,53,49.0566037735849,49.0566037735849,0.0,0.0,1981.0,175.0,89.87606837606837,8.99,69.69411764705883,9.13,50.38,11.9,7.18,70.71,132.0,1,1,26
28,326,51.53374233128834,52.67175572519084,64.0,46.875,1988.0,188.0,118.62827757685352,6.94,68.22481235125404,4.89,52.01,11.88,6.15,69.98,47.0,0,1,26
29,49,44.89795918367347,44.89795918367347,0.0,0.0,1980.0,166.83333333333334,61.77777777777778,0.04,33.72818440841176,2.46,20.88,2.68,4.77,39.61,474.0,1,0,42
30,11,45.45454545454545,45.45454545454545,0.0,0.0,1998.0,182.65217391304347,83.8,2.79,62.66094420600859,6.22,50.0,11.99,7.01,65.84,857.0,2,1,26
31,154,60.3896103896104,62.39316239316239,37.0,54.054054054054056,1995.0,172.13786827469158,65.08760796756566,2.86,54.87648150792518,6.45,52.62,2.16,5.74,38.97,580.0,1,0,38
32,182,41.75824175824176,42.3728813559322,5.0,20.0,1988.0,193.0,95.24553128103275,12.83,70.93619640621742,8.23,47.44,19.52,7.28,74.04,261.0,1,1,9
33,208,61.53846153846154,63.1578947368421,75.0,58.66666666666666,1999.0,183.0,99.4578125,4.48,65.93946540880503,5.67,49.77,9.36,6.1,64.9,186.0,1,1,26
34,72,43.05555555555556,43.05555555555556,0.0,0.0,1984.0,185.0,93.9496459480724,5.68,65.34898085237802,6.86,48.53,11.25,8.29,68.26,230.0,0,1,17
35,64,45.3125,45.76271186440678,5.0,40.0,1991.0,188.0,91.44630541871922,17.38,71.07469512195121,12.23,52.56,11.67,8.95,71.77,537.0,2,1,17
36,204,45.588235294117645,44.919786096256686,17.0,52.94117647058824,1989.0,188.0,96.24106364428944,5.33,65.33721662508616,5.11,47.96,9.13,8.3,68.59,334.0,1,1,17
37,19,5.263157894736842,6.25,3.0,0.0,1990.0,185.6747825006256,87.30555555555556,9.21,60.69078947368421,25.0,37.93,14.14,12.15,78.04,1012.0,1,1,11
38,139,53.956834532374096,51.61290322580645,77.0,55.84415584415584,1997.0,185.0,91.724375,9.06,69.49991466120498,9.59,47.21,10.97,7.04,67.8,262.0,0,1,15
39,39,41.02564102564102,25.0,23.0,52.17391304347826,1998.0,187.53125,99.00951086956522,17.09,74.24418604651163,9.01,51.69,18.02,6.9,75.08,689.0,2,1,90
40,183,52.459016393442624,50.877192982456144,69.0,55.072463768115945,1996.0,187.07692307692307,91.16702586206895,19.13,74.07456547698024,6.87,49.32,12.21,7.2,71.3,364.0,1,1,3
41,220,50.90909090909091,51.21951219512195,15.0,46.66666666666666,1987.0,188.4,93.60482804232804,8.08,68.64313140381365,5.09,48.15,7.58,7.39,68.11,226.0,1,1,44
42,248,54.83870967741935,52.97029702970298,46.0,63.04347826086957,1993.0,176.25,80.81512605042016,4.48,59.77203498083915,5.32,47.77,5.22,8.56,60.19,120.0,1,0,78
43,70,48.57142857142857,48.57142857142857,0.0,0.0,1987.0,175.0,64.67728758169935,0.16,48.82955995155217,12.14,29.29,3.36,6.49,48.03,417.0,1,0,14
44,31,35.483870967741936,40.0,6.0,16.666666666666664,1993.0,185.0,85.52045454545456,3.77,61.38891281057677,9.34,44.7,9.94,5.83,68.72,487.0,1,1,31
45,197,52.28426395939086,52.28426395939086,0.0,0.0,1992.0,180.0,65.74540384218137,8.44,44.0844328631414,11.67,43.58,2.85,5.58,39.31,355.0,1,0,13
46,51,37.25490196078432,36.17021276595745,4.0,50.0,2000.0,187.26666666666668,100.91447368421052,11.02,70.05245588936576,9.16,50.19,11.73,7.19,71.78,574.0,1,1,73
47,150,37.333333333333336,39.37007874015748,23.0,26.08695652173913,1991.0,185.7058823529412,87.84365501519757,3.51,64.36275254443264,6.0,47.15,16.32,6.94,70.88,336.0,1,1,42
48,309,53.72168284789643,54.43037974683544,72.0,51.388888888888886,1990.0,183.0,104.45107001432302,5.43,65.9516963586827,6.51,50.52,8.34,6.83,67.65,164.0,0,1,42
49,20,35.0,35.0,0.0,0.0,1991.0,185.7058823529412,103.07142857142856,4.5,64.75095785440614,4.89,44.16,12.22,8.5,69.94,856.0,1,1,42
50,229,56.76855895196506,58.19209039548022,52.0,51.92307692307693,1993.0,187.07692307692307,90.79250194250194,16.29,72.53354799963451,5.71,51.41,11.31,6.8,70.45,230.0,0,1,3
51,272,60.29411764705882,61.61137440758294,61.0,55.73770491803278,1999.0,183.0,107.30984643179764,7.77,70.26642422325877,5.98,53.21,10.91,7.16,69.63,129.0,1,1,3
52,29,65.51724137931035,65.51724137931035,0.0,0.0,1987.0,183.0,112.13684210526316,14.16,73.92883079157589,3.41,50.46,10.89,8.7,69.31,345.0,1,1,90
53,18,16.666666666666664,17.647058823529413,1.0,0.0,1994.0,191.0,79.1,10.52,64.80519480519482,10.0,44.04,7.91,8.7,71.94,,0,1,90
54,155,58.70967741935483,53.01204819277109,72.0,65.27777777777779,1998.0,189.28571428571428,98.75197458791207,5.86,66.05477855477857,7.2,50.18,7.81,6.89,64.4,336.0,0,1,81
55,65,49.23076923076923,43.75,17.0,64.70588235294117,1997.0,187.53125,96.73295454545456,8.67,69.66327827191868,4.16,52.46,9.28,8.6,71.65,540.0,2,1,90
56,80,47.5,51.92307692307693,28.0,39.285714285714285,1989.0,173.1818181818182,65.15601503759399,5.38,56.36974789915966,4.37,54.71,4.43,8.06,57.32,409.0,1,0,90
57,81,41.9753086419753,42.5,1.0,0.0,1990.0,173.1818181818182,68.18585732165207,3.64,55.45279154453151,9.48,42.62,4.02,7.35,48.91,515.0,2,0,90
58,34,58.82352941176471,52.17391304347826,11.0,72.72727272727273,2002.0,173.1818181818182,60.60714285714286,0.0,15.486725663716811,3.1,28.65,2.64,4.7,25.85,1033.0,2,0,90
59,23,39.130434782608695,28.57142857142857,9.0,55.55555555555556,1998.0,188.0,82.57142857142857,7.43,64.4055792713633,7.96,49.85,12.35,7.26,69.39,547.0,1,1,13
60,32,53.125,53.125,0.0,0.0,1990.0,188.0,87.07058823529411,10.26,67.87687450670876,9.08,48.08,6.5,10.03,68.54,423.0,2,1,13
61,17,41.17647058823529,41.17647058823529,0.0,0.0,1994.0,187.07692307692307,96.97142857142856,5.62,64.88340192043896,6.04,51.05,10.4,8.21,71.82,1659.0,1,1,3
62,16,43.75,50.0,2.0,0.0,1999.0,187.53125,78.02380952380952,17.79,73.04582210242587,8.49,53.65,14.98,7.7,77.18,1411.0,2,1,90
63,328,56.70731707317073,58.36734693877551,83.0,51.80722891566265,1997.0,196.0,88.32136907466304,23.92,74.70970239853143,14.2,46.09,8.43,6.45,69.28,139.0,1,1,44
64,30,40.0,40.0,0.0,0.0,1987.0,194.5,68.19444444444444,13.28,67.95034787954242,6.43,47.8,7.6,8.72,72.28,1452.0,1,1,10
65,11,18.181818181818183,0.0,7.0,28.57142857142857,1995.0,175.0,79.94444444444444,6.17,64.75770925110133,11.67,39.48,9.0,7.58,69.67,969.0,1,1,53
66,14,35.714285714285715,33.33333333333333,5.0,40.0,2000.0,187.07692307692307,82.72222222222223,17.2,70.60931899641577,11.47,47.16,14.56,9.88,70.88,1162.0,1,1,3
67,34,44.11764705882353,41.17647058823529,17.0,47.05882352941176,1997.0,185.2,97.34210526315788,14.83,71.2751677852349,10.2,48.07,11.11,7.58,70.27,454.0,2,1,4
68,83,43.373493975903614,43.373493975903614,0.0,0.0,1985.0,183.0,83.27482269503545,14.55,70.7167025530606,6.55,48.6,11.72,6.5,70.48,202.0,1,1,73
69,90,50.0,47.05882352941176,39.0,53.84615384615385,1994.0,182.8333333333333,102.06666666666666,10.01,68.0135557872784,8.34,48.18,9.17,7.87,67.36,445.0,1,1,80
70,193,47.66839378238342,46.73913043478261,9.0,66.66666666666666,1990.0,187.53125,88.92762591476539,13.86,69.41655014618024,7.08,50.79,14.15,8.13,71.12,282.0,1,1,90
71,11,72.72727272727273,0.0,11.0,72.72727272727273,2001.0,187.26666666666668,98.3125,9.51,71.97943444730078,7.71,51.72,3.96,7.27,58.59,404.0,2,1,73
72,22,54.54545454545454,54.54545454545454,0.0,0.0,1995.0,187.26666666666668,101.18333333333334,7.55,67.48140276301807,9.88,52.04,7.87,8.51,68.72,580.0,1,1,73
73,71,46.478873239436616,46.478873239436616,0.0,0.0,1990.0,183.42857142857144,91.76555023923444,11.67,71.26865671641791,8.55,49.39,10.18,6.61,71.15,407.0,2,1,30
74,76,38.15789473684211,39.18918918918919,2.0,0.0,1992.0,187.26666666666668,83.47028613352899,7.15,63.44153797667822,6.21,46.56,7.72,8.05,68.57,570.0,2,1,73
75,378,70.63492063492063,69.20415224913495,89.0,75.28089887640449,1997.0,198.0,117.6408037250734,16.52,74.23759967673473,8.29,49.35,8.78,5.92,68.31,14.0,1,1,32
76,101,52.47524752475248,52.47524752475248,0.0,0.0,1989.0,180.0,92.76061320754717,16.03,73.93604784909132,7.29,51.34,17.5,6.57,72.36,52.0,1,1,88
77,24,29.166666666666668,31.818181818181817,2.0,0.0,1992.0,187.26666666666668,87.73949579831933,15.87,70.39106145251397,18.32,41.18,11.32,11.82,71.54,579.0,2,1,73
78,122,42.62295081967213,42.45283018867924,16.0,43.75,1999.0,170.85714285714286,60.29285714285714,0.09,21.59290671479429,5.2,22.77,2.51,4.72,38.41,579.0,2,0,3
79,249,53.81526104417671,50.256410256410255,54.0,66.66666666666666,1990.0,170.0,70.99523036988968,0.26,57.9388389771942,7.8,29.77,3.44,7.3,49.66,246.0,1,0,71
80,141,56.73758865248227,56.03448275862068,25.0,60.0,1989.0,173.71428571428572,77.44887295081968,0.75,61.92799619813899,6.45,41.52,3.11,7.71,53.04,321.0,1,0,71
81,33,54.54545454545454,0.0,33.0,54.54545454545454,2005.0,172.13786827469158,64.00555555555556,2.52,46.72256097560975,20.35,41.43,2.11,5.75,35.13,832.0,2,0,66
82,39,43.58974358974359,43.58974358974359,0.0,0.0,1995.0,173.1818181818182,60.36363636363636,2.52,31.890716454245432,7.56,21.74,3.37,3.71,25.24,770.0,1,0,90
83,89,47.19101123595505,47.19101123595505,0.0,0.0,1989.0,165.3125,71.12158054711247,6.13,61.75591644275106,3.92,40.8,3.68,6.58,46.14,324.0,1,0,73
84,96,19.791666666666664,19.318181818181817,8.0,25.0,1991.0,173.1818181818182,60.05844155844156,1.89,43.48146329486865,1.89,31.9,1.02,2.42,12.63,906.0,2,0,90
85,24,33.33333333333333,33.33333333333333,0.0,0.0,1981.0,173.1818181818182,62.75,9.2,38.14717309821057,12.36,30.86,3.18,5.36,33.52,662.0,1,0,90
86,18,44.44444444444444,44.44444444444444,0.0,0.0,2001.0,172.75,65.25,6.05,35.301646798050776,9.56,31.74,2.08,3.24,26.94,897.0,2,0,14
87,49,40.81632653061224,21.428571428571427,35.0,48.57142857142857,2002.0,176.5,61.12068965517241,4.31,30.16344725111441,0.0,29.56,1.94,4.95,36.88,993.0,2,0,32
88,191,50.78534031413613,50.81967213114754,69.0,50.72463768115942,1997.0,186.96153846153845,96.74912261460848,5.34,64.93660004298302,5.18,47.64,8.7,6.37,67.15,293.0,1,1,29
89,12,41.66666666666667,41.66666666666667,0.0,0.0,1987.0,186.96153846153845,74.72857142857143,12.27,70.13888888888889,4.63,48.62,14.74,6.41,71.15,1502.0,2,1,29
90,42,47.61904761904761,47.61904761904761,0.0,0.0,1988.0,186.96153846153845,83.01363636363637,16.01,73.49403413733253,11.44,47.67,12.61,6.87,70.98,307.0,1,1,29
91,228,54.82456140350877,56.12903225806451,73.0,52.05479452054794,1999.0,196.0,100.56046601941748,15.89,73.66858237547893,8.11,50.14,11.86,6.78,72.02,226.0,1,1,3
92,280,45.35714285714285,50.45045045045045,58.0,25.86206896551724,1992.0,187.26666666666668,95.42699809582626,3.12,63.53022505568784,7.13,48.36,11.67,6.74,66.78,225.0,1,1,73
93,17,35.294117647058826,37.5,9.0,33.33333333333333,2000.0,187.26666666666668,83.31818181818181,14.29,70.63492063492063,6.98,50.0,7.73,8.17,73.11,460.0,1,1,73
94,29,37.93103448275862,37.93103448275862,0.0,0.0,1994.0,187.53125,81.53787878787878,15.74,69.03553299492386,8.04,48.12,9.83,7.61,71.03,629.0,0,1,90
95,60,50.0,45.0,20.0,60.0,1999.0,188.57142857142856,97.88333333333333,7.2,67.45734498543487,8.82,50.51,10.86,9.33,67.66,614.0,1,1,14
96,15,26.666666666666668,28.57142857142857,1.0,0.0,1997.0,186.96153846153845,73.63636363636363,8.86,68.14310051107326,7.33,42.51,16.37,8.78,73.45,1110.0,2,1,29
97,19,42.10526315789473,42.10526315789473,0.0,0.0,1988.0,186.96153846153845,100.5284090909091,4.83,65.71969696969697,3.6,47.9,10.0,7.36,68.9,550.0,2,1,29
98,280,53.57142857142857,52.11267605633802,67.0,58.2089552238806,1994.0,177.25,97.59589743589744,5.34,61.86601358824458,10.33,43.29,7.13,9.06,62.05,82.0,1,0,10
99,148,43.91891891891892,43.58974358974359,31.0,45.16129032258064,1993.0,177.71428571428572,59.93975903614458,1.29,12.914267932161197,6.46,11.79,1.75,3.29,24.23,641.0,2,0,30
100,77,59.74025974025974,63.1578947368421,58.0,58.620689655172406,2002.0,165.3125,60.98527349228611,2.46,65.31030585594752,9.35,36.56,1.61,4.71,24.14,585.0,1,0,73
101,171,57.30994152046783,61.34453781512605,52.0,48.07692307692308,1997.0,172.13786827469158,75.94310875034947,4.32,56.14185522152353,4.1,41.88,2.86,6.14,51.19,190.0,1,0,53
102,22,68.18181818181817,68.18181818181817,0.0,0.0,1989.0,181.0,67.36666666666667,12.99,58.32349468713105,8.62,75.4,4.04,6.74,43.52,565.0,1,0,73
103,140,37.142857142857146,37.95620437956204,3.0,0.0,1990.0,170.85714285714286,61.25349650349651,9.24,47.16057950657719,5.03,39.31,2.82,5.42,42.24,428.0,1,0,3
104,253,53.75494071146245,56.00000000000001,28.0,35.714285714285715,1990.0,173.0,102.24016465560584,3.77,61.98611000239482,8.4,46.27,8.64,8.38,62.71,60.0,1,0,90
105,253,55.73122529644269,57.56097560975609,48.0,47.91666666666667,1994.0,173.0,88.24195795339412,8.3,63.62629179703876,5.61,49.07,4.02,8.32,61.12,76.0,1,0,8
106,270,53.70370370370371,53.62318840579711,63.0,53.96825396825397,1990.0,173.0,104.86041379310343,3.33,62.59304703476482,9.28,42.87,2.76,7.54,59.71,49.0,1,0,29
107,159,46.540880503144656,45.94594594594595,11.0,54.54545454545454,1990.0,173.36363636363637,64.7120826709062,0.15,54.16796183507591,6.62,23.38,3.36,6.79,45.11,293.0,1,0,29
108,262,58.01526717557252,60.09852216748769,59.0,50.84745762711864,1989.0,181.0,112.31106459330144,18.24,74.57691533795565,6.12,50.22,11.79,6.52,70.39,67.0,1,1,77
109,80,47.5,47.5,0.0,0.0,1987.0,165.3125,77.4172932330827,5.29,54.232873144047936,9.4,41.49,4.12,7.51,54.87,227.0,1,0,73
110,175,55.42857142857143,59.333333333333336,25.0,32.0,1995.0,173.1818181818182,66.74636531853027,3.57,48.90981808798865,7.44,38.42,3.94,7.04,51.59,246.0,1,0,90
111,117,48.71794871794872,49.56521739130435,2.0,0.0,1989.0,173.75,60.45,1.08,32.349381925472784,11.88,19.8,1.75,3.56,22.32,717.0,1,0,88
112,130,58.46153846153847,49.2063492063492,67.0,67.16417910447761,1996.0,190.0,87.86476608187135,13.88,71.41500474833808,9.31,48.34,11.06,7.18,68.54,349.0,2,1,87
113,127,49.60629921259843,47.22222222222222,55.0,52.72727272727272,2001.0,173.1818181818182,62.42807539682539,15.81,67.08913359650946,22.44,69.39,3.11,6.81,46.09,485.0,2,0,90
114,11,18.181818181818183,18.181818181818183,0.0,0.0,1999.0,192.0,93.97222222222224,6.3,59.16030534351145,18.51,44.72,17.12,8.88,72.52,,2,1,91
115,160,60.62499999999999,64.86486486486487,49.0,51.02040816326531,2001.0,180.0,81.45712649320896,3.18,63.05444295189011,7.47,46.9,5.3,8.93,59.31,140.0,1,0,90
116,208,62.980769230769226,65.77181208053692,59.0,55.932203389830505,1990.0,177.71428571428572,60.8986319024487,1.43,61.68407083002637,11.05,58.85,1.93,4.49,32.7,355.0,1,0,30
117,62,45.16129032258064,45.16129032258064,0.0,0.0,1993.0,173.1818181818182,60.63235294117647,2.28,27.27874314546575,6.83,19.26,1.92,3.6,23.64,681.0,0,0,90
118,279,49.82078853046595,47.549019607843135,75.0,56.00000000000001,1993.0,173.36363636363637,69.30503597122302,8.26,54.91626595921074,9.59,53.58,3.69,6.97,51.54,230.0,1,0,29
119,14,35.714285714285715,0.0,12.0,41.66666666666667,2003.0,175.5,63.22222222222222,0.0,38.23008849557522,7.96,30.72,1.81,4.45,25.7,1254.0,2,0,37
120,26,46.15384615384615,33.33333333333333,23.0,47.82608695652174,2002.0,177.71428571428572,61.57142857142857,0.0,45.33333333333333,6.67,27.32,1.33,1.9,16.25,,1,0,30
121,46,58.69565217391305,58.620689655172406,17.0,58.82352941176471,2001.0,170.85714285714286,60.131578947368425,0.0,9.033280507131538,9.03,13.88,2.23,4.14,29.97,815.0,2,0,3
122,247,59.91902834008097,61.37566137566137,58.0,55.172413793103445,1999.0,165.3125,60.90509828009828,2.63,45.59971611071682,4.37,42.7,2.01,5.2,32.4,422.0,0,0,73
123,11,18.181818181818183,18.181818181818183,0.0,0.0,1997.0,185.0,87.88888888888889,2.24,63.305322128851536,13.45,41.75,8.4,7.09,71.38,791.0,2,1,51
124,62,38.70967741935484,39.34426229508197,1.0,0.0,1986.0,188.0,76.79605263157895,7.95,64.51495258935084,4.41,45.93,14.8,7.87,72.78,212.0,1,1,41
125,117,45.2991452991453,45.2991452991453,0.0,0.0,1989.0,171.33333333333334,68.77550117924528,7.59,54.28660573399099,9.39,48.85,4.31,7.56,51.94,236.0,1,0,80
126,109,47.70642201834863,47.70642201834863,0.0,0.0,1994.0,174.8,61.62280701754386,0.06,26.55327985051238,6.34,19.99,2.92,6.16,41.14,248.0,1,0,8
127,53,35.84905660377358,35.84905660377358,0.0,0.0,1999.0,180.0,61.06191950464397,1.78,50.37147221214959,19.77,40.07,1.15,2.76,18.44,894.0,2,0,18
128,256,57.421875,58.490566037735846,44.0,52.27272727272727,1992.0,173.71428571428572,89.20732696748425,5.69,61.4008677942088,5.12,48.09,5.15,8.42,59.87,114.0,1,0,71
129,69,27.536231884057973,30.434782608695656,23.0,21.73913043478261,1996.0,165.0,60.73315789473684,3.93,37.07787732598209,8.82,28.35,0.87,1.51,12.33,1113.0,1,0,69
130,31,48.38709677419355,48.38709677419355,0.0,0.0,1988.0,183.0,89.6125,6.29,65.95092024539878,10.2,42.31,8.02,7.94,63.15,20.0,1,0,78
131,186,58.602150537634415,53.84615384615385,69.0,66.66666666666666,1998.0,180.0,88.01328488025736,10.21,67.8681437748802,13.35,46.63,5.59,8.94,63.24,162.0,1,0,18
132,296,51.35135135135135,52.42290748898678,69.0,47.82608695652174,1994.0,172.13786827469158,62.70741959064327,0.08,51.23878747877192,9.24,40.23,2.38,5.65,39.27,365.0,0,0,54
133,119,60.50420168067227,60.50420168067227,0.0,0.0,1988.0,176.25,59.91489361702128,0.02,13.79816513761468,1.74,9.68,2.05,5.25,29.79,480.0,0,0,78
134,100,43.0,43.0,0.0,0.0,1984.0,180.0,60.131578947368425,0.0,18.24973319103522,9.73,9.69,2.73,5.99,40.45,429.0,1,0,18
135,212,56.60377358490566,59.32203389830508,35.0,42.85714285714285,1999.0,172.13786827469158,60.184782608695656,2.99,24.20859704590876,5.98,12.77,1.64,3.77,25.45,609.0,2,0,53
136,102,56.86274509803921,56.86274509803921,0.0,0.0,1994.0,165.3125,60.04545454545455,0.0,10.99312929419113,1.81,10.02,2.06,5.66,31.28,518.0,1,0,73
137,223,60.53811659192825,61.34969325153374,60.0,58.333333333333336,1999.0,165.3125,67.01119528619529,1.31,60.96405492433005,13.02,40.12,2.87,6.3,40.13,359.0,2,0,73
138,234,61.965811965811966,60.36036036036037,12.0,91.66666666666666,1990.0,166.83333333333334,61.36516853932584,0.77,20.80666017774848,0.06,9.94,2.1,5.05,37.75,341.0,1,0,42
139,20,45.0,44.44444444444444,2.0,50.0,2000.0,172.13786827469158,64.81818181818181,6.47,47.00239808153477,29.86,43.61,1.55,6.98,35.14,,2,0,64
140,186,69.35483870967742,70.1923076923077,82.0,68.29268292682927,2000.0,172.13786827469158,60.310077519379846,6.51,48.48959687208146,3.21,37.56,1.63,3.47,22.89,553.0,0,0,95
141,260,56.15384615384615,55.76923076923077,52.0,57.692307692307686,1991.0,177.0,98.86205239125208,5.64,64.79385647391373,9.37,44.25,6.21,7.76,63.03,28.0,1,0,73
142,81,53.086419753086425,53.086419753086425,0.0,0.0,1990.0,165.3125,68.44339045287637,3.08,50.03829436893737,12.6,33.76,3.19,5.94,47.24,310.0,1,0,73
143,181,57.4585635359116,58.77862595419848,50.0,54.0,2001.0,175.0,84.39885114885115,5.33,59.57376103906972,12.8,47.15,5.13,8.08,56.35,176.0,1,0,73
144,24,29.166666666666668,29.166666666666668,0.0,0.0,1982.0,167.0,78.02521008403362,3.88,58.60696517412936,8.26,44.59,6.05,10.91,64.58,557.0,1,0,3
145,163,54.60122699386503,55.9748427672956,4.0,0.0,1994.0,172.13786827469158,60.8445945945946,0.01,20.401963467834214,1.79,17.26,1.22,2.9,15.32,690.0,1,0,53
146,147,68.70748299319727,73.86363636363636,59.0,61.01694915254237,2002.0,165.3125,61.66261300043048,4.08,67.18715616114692,14.6,42.84,1.65,4.07,26.25,356.0,2,0,73
147,199,61.80904522613066,62.1301775147929,30.0,60.0,1998.0,173.75,63.47416559691913,0.04,58.77199076651879,5.35,36.54,3.31,6.24,42.0,411.0,2,0,88
148,297,58.24915824915825,60.97560975609756,51.0,45.09803921568628,1990.0,169.0,89.75438187581577,5.78,62.7152744245936,5.59,46.76,4.63,7.29,60.86,36.0,1,0,47
149,220,58.18181818181818,59.895833333333336,28.0,46.42857142857143,1997.0,165.3125,65.44786005434783,6.02,58.10367649495056,11.02,44.39,2.44,5.36,38.32,307.0,0,0,73
150,189,64.02116402116403,64.40677966101694,12.0,58.333333333333336,1997.0,173.75,60.26470588235294,0.0,14.858516333442587,4.46,13.86,1.45,3.68,25.64,564.0,2,0,88
151,118,50.0,50.0,0.0,0.0,1992.0,173.75,60.02542372881357,0.02,10.421442426379828,4.14,8.79,2.15,4.81,30.24,394.0,0,0,88
152,87,41.37931034482759,41.37931034482759,0.0,0.0,1982.0,193.0,90.99836601307187,6.57,69.10223732653638,7.22,47.79,7.75,6.83,67.64,248.0,1,1,12
153,14,28.57142857142857,28.57142857142857,0.0,0.0,1994.0,185.3333333333333,79.425,7.32,66.26016260162602,13.01,41.91,6.61,8.87,67.13,836.0,2,1,82
