,name,ratio,num_matches_2016-2019,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,hand,gender,ioc,birth,ht,minutes,perc_ace,serv_won_tot_seve,bpFaced,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon
1022,DUCK HEE LEE,0.4788135593220339,225.0,0.4888888888888889,11.0,0.2727272727272727,R,M,KOR,1998.0,185.0,91.97140082020289,7.14,0.5945350636980593,1653.0,7.59,49.35,12.25,7.54,68.79
1023,DUDI SELA,0.5625,200.0,0.58,8.0,0.125,R,M,ISR,1985.0,175.0,89.92307692307692,5.47,0.611589875822759,1396.0,6.56,51.07,9.56,6.94,66.95
1024,DUJE AJDUKOVIC,0.5925925925925926,0.0,0.0,54.0,0.5925925925925926,R,M,CRO,2001.0,194.0,105.48863636363637,7.91,0.5949275362318841,444.0,5.8,49.02,5.36,5.81,64.23
1026,DUSAN LAJOVIC,0.4984025559105431,249.0,0.5140562248995983,64.0,0.4375,R,M,SRB,1990.0,180.0,102.40858239425118,6.63,0.6329372371268733,2077.0,3.04,53.31,10.39,5.86,70.89
1027,DUSTIN BROWN,0.5131578947368421,204.0,0.5343137254901961,24.0,0.3333333333333333,R,M,GER,1984.0,196.0,82.31208131208132,15.96,0.6356671792697901,1446.0,10.06,49.18,12.0,6.2,71.73
1029,DZMITRY ZHYRMONT,0.4426229508196721,61.0,0.4426229508196721,0.0,0.0,U,M,BLR,1989.0,194.5,93.56318082788671,10.6,0.6150951748561311,441.0,6.29,49.34,11.75,7.4,69.72
1032,EDAN LESHEM,0.452991452991453,98.0,0.4387755102040816,19.0,0.5263157894736842,U,M,ISR,1997.0,181.5,88.97951061320754,10.25,0.6074721995578428,756.0,9.49,49.03,11.76,6.79,70.11
1034,EDEN SILVA,0.5,148.0,0.5,22.0,0.5,R,F,GBR,1996.0,177.71428571428572,63.58235294117647,1.28,0.5556293804700192,1109.0,3.58,48.85,3.42,5.08,35.6
1035,EDOARDO EREMIN,0.5189873417721519,78.0,0.5256410256410257,1.0,0.0,R,M,ITA,1993.0,185.7058823529412,100.74293966623877,15.73,0.6295283663704716,500.0,8.94,51.47,5.73,6.16,66.97
1036,EDOUARD ROGER VASSELIN,0.4827586206896552,29.0,0.4827586206896552,0.0,0.0,R,M,FRA,1984.0,188.0,91.6047619047619,9.69,0.6093145644448693,185.0,3.18,48.92,14.17,5.2,70.63
1037,EDUARD ESTEVE LOBATO,0.4090909090909091,8.0,0.125,14.0,0.5714285714285714,R,M,ESP,1995.0,182.65217391304347,102.39316239316238,3.41,0.591321243523316,130.0,3.8,47.97,6.02,6.44,68.02
1039,EDUARDO DISCHINGER,0.375,16.0,0.375,0.0,0.0,R,M,BRA,1992.0,184.53846153846155,101.25,6.29,0.5604297224709042,133.0,10.16,43.86,6.61,11.89,65.2
1040,EDUARDO STRUVAY,0.38,49.0,0.3877551020408163,1.0,0.0,R,M,COL,1991.0,188.0,87.90577249575551,18.57,0.6326245103525462,296.0,8.67,47.51,9.01,7.05,72.52
1041,EDWARD BOURCHIER,0.5384615384615384,13.0,0.5384615384615384,0.0,0.0,R,M,AUS,1988.0,187.07692307692307,83.16666666666666,5.63,0.6106204256736726,80.0,4.93,54.84,7.5,6.19,69.23
1042,EDWARD CORRIE,0.4948453608247423,97.0,0.4948453608247423,0.0,0.0,U,M,GBR,1988.0,183.42857142857144,90.69876700680273,11.52,0.6339812814974802,587.0,5.12,52.49,11.98,8.1,71.61
1044,EGOR GERASIMOV,0.5666666666666667,202.0,0.6039603960396039,68.0,0.45588235294117646,R,M,BLR,1992.0,196.0,94.95198592257415,16.57,0.6473080511020007,1524.0,6.65,49.96,11.61,6.14,71.22
1046,EKATERINA ALEXANDROVA,0.6019108280254777,244.0,0.6065573770491803,70.0,0.5857142857142857,R,F,RUS,1994.0,175.0,81.44283597883597,11.94,0.5467998548583458,2173.0,11.68,43.78,5.64,7.8,57.46
1047,EKATERINA BYCHKOVA,0.21428571428571427,1.0,0.0,13.0,0.23076923076923078,R,F,RUS,1985.0,171.0,60.09090909090909,4.1,0.29940828402366865,110.0,8.21,21.36,0.54,2.17,10.83
1050,EKATERINA MAKAROVA,0.53,142.0,0.5070422535211268,58.0,0.5862068965517241,L,F,RUS,1988.0,178.0,85.65194700923324,5.91,0.5929104477611941,1525.0,6.75,46.38,5.95,6.86,53.44
1056,EKATERINA SHALIMOVA,0.5526315789473685,54.0,0.5555555555555556,60.0,0.55,U,F,RUS,2000.0,165.3125,60.33333333333333,3.22,0.20436946902654868,509.0,7.52,24.61,1.18,2.54,18.72
1057,EKATERINA VISHNEVSKAYA,0.5163934426229508,86.0,0.5813953488372093,36.0,0.3611111111111111,R,F,RUS,1999.0,165.3125,59.86440677966102,0.0,0.10091220068415051,472.0,7.33,5.65,0.97,3.14,15.9
1058,EKATERINA YASHINA,0.46320346320346323,161.0,0.40372670807453415,70.0,0.6,R,F,RUS,1993.0,165.3125,60.447580645161295,0.02,0.15016915173537151,1363.0,2.48,4.8,2.01,4.09,25.98
1059,EKATERINE GORGODZE,0.5836065573770491,234.0,0.594017094017094,71.0,0.5492957746478874,L,F,GEO,1991.0,171.0,67.84627974873928,2.21,0.4938668954557729,2825.0,5.0,33.6,2.84,5.96,43.27
1062,ELEANA YU,0.5555555555555556,18.0,0.6666666666666666,18.0,0.4444444444444444,R,F,USA,2004.0,173.1818181818182,61.53125,3.68,0.33577354807223037,240.0,8.6,32.17,1.77,3.18,19.86
1064,ELENA BOVINA,0.42857142857142855,21.0,0.42857142857142855,0.0,0.0,R,F,RUS,1983.0,189.0,61.25,0.0,0.2916825567868936,72.0,4.75,24.31,4.56,8.37,44.23
1066,ELENA GABRIELA RUSE,0.648854961832061,197.0,0.6446700507614214,65.0,0.6615384615384615,U,F,ROU,1997.0,173.71428571428572,72.34156010230178,4.69,0.5386985096498711,2303.0,10.28,47.02,3.12,7.57,49.06
1071,ELENA MALYGINA,0.5764705882352941,92.0,0.5869565217391305,78.0,0.5641025641025641,U,F,EST,2000.0,177.5,60.54152494331066,1.4,0.5602094240837696,1104.0,7.12,53.08,1.14,2.93,16.33
1072,ELENA MILOVANOVIC,0.45588235294117646,41.0,0.5365853658536586,27.0,0.3333333333333333,R,F,SRB,2001.0,176.25,60.067567567567565,2.73,0.21877956480605487,259.0,4.1,19.5,0.26,1.03,7.11
1073,ELENA RYBAKINA,0.6666666666666666,171.0,0.672514619883041,84.0,0.6547619047619048,R,F,KAZ,1999.0,184.0,80.54117647058823,9.7,0.5752936618023953,1743.0,7.39,49.2,4.01,7.35,53.84
1075,ELENA VESNINA,0.5571428571428572,131.0,0.5648854961832062,9.0,0.4444444444444444,R,F,RUS,1986.0,176.0,93.35318444995863,5.76,0.5717944099371755,1130.0,7.82,47.65,8.59,8.56,62.48
1081,ELEONORA MOLINARO,0.6878306878306878,165.0,0.6909090909090909,24.0,0.6666666666666666,U,F,LUX,2000.0,180.0,62.39993481095176,5.2,0.5390537502372417,1427.0,5.87,45.13,1.86,4.12,28.37
1084,ELIAS YMER,0.5523809523809524,248.0,0.5524193548387096,67.0,0.5522388059701493,R,M,SWE,1996.0,185.33333333333331,102.61689899730985,8.63,0.6089789490036259,2161.0,6.91,49.74,6.86,6.6,66.93
1088,ELINA SVITOLINA,0.6987951807228916,253.0,0.7035573122529645,79.0,0.6835443037974683,R,F,UKR,1994.0,174.0,97.74129310344827,7.22,0.5871936077929999,2471.0,6.15,47.28,5.46,7.86,61.35
1093,ELISABETTA COCCIARETTO,0.6518518518518519,77.0,0.6753246753246753,58.0,0.6206896551724138,R,F,ITA,2001.0,166.83333333333334,77.48537234042553,1.13,0.5945173581710415,1238.0,6.86,50.11,3.11,6.82,48.29
1094,ELISE MERTENS,0.6426592797783933,271.0,0.6273062730627307,90.0,0.6888888888888889,R,F,BEL,1995.0,179.0,93.97388732959101,7.01,0.5428362966091932,2700.0,9.16,43.3,3.65,7.76,56.32
1095,ELITSA KOSTOVA,0.5051194539249146,264.0,0.5227272727272727,29.0,0.3448275862068966,R,F,BUL,1990.0,180.0,70.00519571295433,2.36,0.5100306621554405,2396.0,2.44,44.7,3.93,7.86,53.97
1101,ELIZABETH MANDLIK,0.5957446808510638,47.0,0.6382978723404256,47.0,0.5531914893617021,U,F,USA,2001.0,173.1818181818182,61.51221804511278,12.19,0.6353298236406766,939.0,20.37,71.8,2.49,3.95,32.21
1104,ELIZAVETA IANCHUK,0.4782608695652174,69.0,0.4782608695652174,0.0,0.0,U,F,UKR,1993.0,173.75,60.625,0.0,0.23384615384615384,360.0,8.19,23.16,2.84,6.01,40.75
1106,ELIZAVETA KULICHKOVA,0.5633802816901409,71.0,0.5633802816901409,0.0,0.0,R,F,RUS,1996.0,165.3125,81.53185483870968,6.36,0.5431535271663328,613.0,15.27,46.19,5.67,7.78,53.62
1110,ELLA TAYLOR,0.2903225806451613,31.0,0.2903225806451613,0.0,0.0,U,F,GBR,1995.0,177.71428571428572,62.83080808080808,1.94,0.4676368311211552,349.0,3.81,41.78,3.32,3.95,31.42
1112,ELLEN ALLGURIN,0.4482758620689655,27.0,0.4444444444444444,2.0,0.5,R,F,SWE,1994.0,173.5,59.92307692307692,1.29,0.4712713936430318,199.0,12.81,34.82,1.48,3.75,27.72
1113,ELLEN PEREZ,0.5376344086021505,150.0,0.5466666666666666,36.0,0.5,L,F,AUS,1995.0,170.85714285714286,69.70511627906977,5.98,0.5646364780944199,1310.0,8.97,56.21,3.76,7.03,50.33
1114,ELLIE DOUGLAS,0.5466666666666666,62.0,0.5161290322580645,13.0,0.6923076923076923,U,F,USA,2000.0,173.1818181818182,60.55882352941177,1.09,0.20597451430958846,340.0,7.65,14.2,2.72,5.6,35.68
1115,ELLIE HALBAUER,0.5594059405940595,174.0,0.5689655172413793,28.0,0.5,U,F,USA,1997.0,173.1818181818182,62.62642935268967,0.06,0.5245315419337488,2486.0,6.85,39.05,2.11,5.87,39.78
1117,ELLIOT BENCHETRIT,0.46153846153846156,153.0,0.5032679738562091,42.0,0.30952380952380953,R,M,FRA,1998.0,186.96153846153845,86.51190476190476,11.81,0.5949082287193064,1330.0,5.73,48.15,9.32,7.17,70.05
1118,ELMAR EJUPOVIC,0.42105263157894735,18.0,0.3888888888888889,20.0,0.45,R,M,BIH,1993.0,182.5,107.90056818181819,12.94,0.6349206349206349,238.0,5.84,48.87,10.18,6.2,70.39
1121,ELSA JACQUEMOT,0.5094339622641509,13.0,0.5384615384615384,40.0,0.5,R,F,FRA,2003.0,173.36363636363637,66.09330484330484,6.06,0.6117613474165001,419.0,14.02,53.3,3.3,6.77,45.75
1126,ELYSIA BOLTON,0.4666666666666667,41.0,0.4878048780487805,19.0,0.42105263157894735,R,F,USA,2000.0,173.1818181818182,60.96875,7.72,0.4142346911670098,320.0,9.0,36.21,3.01,4.87,29.56
1128,EMA BURGIC,0.5357142857142857,28.0,0.5357142857142857,0.0,0.0,R,F,BIH,1992.0,172.13786827469158,68.0,0.84,0.5384269314596051,417.0,12.59,46.67,2.09,3.99,25.2
1131,EMELINE DARTRON,0.5233644859813084,62.0,0.5,45.0,0.5555555555555556,U,F,FRA,2000.0,173.36363636363637,60.38235294117647,1.07,0.2786885245901639,306.0,2.14,25.97,1.28,3.14,21.03
1133,EMIL RUUSUVUORI,0.622093023255814,87.0,0.6551724137931034,85.0,0.5882352941176471,R,M,FIN,1999.0,188.0,93.72890007189073,9.15,0.6372467618731319,977.0,7.83,49.88,11.86,7.19,67.19
1134,EMILIANA ARANGO,0.5816993464052288,101.0,0.5544554455445545,52.0,0.6346153846153846,R,F,COL,2001.0,162.0,62.395540730337075,0.93,0.5166886476615603,1182.0,6.57,43.94,2.34,5.89,37.42
1135,EMILIE FRANCATI,0.5104166666666666,96.0,0.5104166666666666,0.0,0.0,U,F,DEN,1997.0,179.5,62.12266608771168,18.97,0.575210329887301,766.0,8.39,49.9,1.95,3.51,22.39
1137,EMILIO GOMEZ,0.5359712230215827,198.0,0.5404040404040404,80.0,0.525,R,M,ECU,1991.0,193.0,97.8841891680974,7.38,0.6182353234575291,1801.0,7.28,50.69,9.75,6.92,67.97
1138,EMILIO NAVA,0.5769230769230769,7.0,0.2857142857142857,19.0,0.6842105263157895,R,M,USA,2002.0,187.53125,92.4121212121212,12.59,0.6327292110874201,139.0,7.39,51.24,7.74,6.39,71.74
1139,EMILY APPLETON,0.5054945054945055,154.0,0.512987012987013,28.0,0.4642857142857143,U,F,GBR,1999.0,177.71428571428572,60.18333333333334,5.42,0.2382696684596055,990.0,9.75,23.79,1.36,3.79,20.12
1142,EMILY FANNING,0.532258064516129,50.0,0.5,12.0,0.6666666666666666,U,F,NZL,1995.0,174.0,59.848484848484844,0.04,0.2780952380952381,65.0,5.66,32.4,0.97,2.83,19.46
1143,EMILY MEYER,0.2727272727272727,11.0,0.2727272727272727,0.0,0.0,U,F,AUT,2002.0,165.0,61.0625,0.0,0.387434554973822,88.0,12.96,41.48,0.41,0.61,3.86
1146,EMILY WEBLEY SMITH,0.42857142857142855,135.0,0.4444444444444444,26.0,0.34615384615384615,R,F,GBR,1984.0,177.71428571428572,61.81884057971014,3.53,0.42069352275913635,1127.0,11.01,37.69,2.35,5.36,36.76
1148,EMINA BEKTAS,0.5108695652173914,142.0,0.5140845070422535,42.0,0.5,U,F,USA,1993.0,173.1818181818182,61.510283687943264,10.6,0.5548259286853909,1306.0,4.53,39.99,3.94,6.57,47.08
1156,EMMA NAVARRO,0.4375,38.0,0.47368421052631576,26.0,0.38461538461538464,R,F,USA,2001.0,173.1818181818182,66.72420634920636,4.38,0.5398499765588373,520.0,7.38,50.81,3.51,6.61,46.91
1157,EMMA RADUCANU,0.7402597402597403,52.0,0.7692307692307693,25.0,0.68,R,F,GBR,2002.0,175.0,66.65526315789474,4.37,0.6087630015643473,545.0,8.02,45.08,2.73,7.2,46.07
1161,EN SHUO LIANG,0.5348837209302325,84.0,0.5714285714285714,45.0,0.4666666666666667,U,F,TPE,2000.0,168.0,72.3231884057971,5.36,0.5531139701696459,899.0,8.47,49.91,4.46,7.74,53.73
1163,ENA KAJEVIC,0.45454545454545453,71.0,0.4647887323943662,17.0,0.4117647058823529,R,F,CRO,1996.0,180.0,60.40625,3.83,0.29125231754592956,432.0,6.39,30.88,0.45,1.03,9.67
1164,ENA SHIBAHARA,0.4878048780487805,32.0,0.53125,9.0,0.3333333333333333,U,F,USA,1998.0,173.1818181818182,72.8892857142857,7.09,0.5821476598253708,294.0,7.09,61.41,3.11,7.18,51.43
1167,ENRICO DALLA VALLE,0.3076923076923077,34.0,0.35294117647058826,5.0,0.0,U,M,ITA,1998.0,185.7058823529412,98.76851851851852,9.75,0.596936869630183,277.0,4.79,46.62,5.57,4.21,69.74
1168,ENRIQUE LOPEZ PEREZ,0.48292682926829267,205.0,0.48292682926829267,0.0,0.0,R,M,ESP,1991.0,182.65217391304347,89.26334095673718,16.81,0.6288827566687893,1181.0,8.87,49.63,11.36,6.43,69.98
1169,ENZO COUACAUD,0.5555555555555556,101.0,0.594059405940594,61.0,0.4918032786885246,R,M,FRA,1995.0,186.96153846153845,93.08472222222221,15.87,0.6185795253276656,976.0,7.77,49.25,7.02,6.37,65.83
1171,ERGI KIRKIN,0.3902439024390244,14.0,0.35714285714285715,27.0,0.4074074074074074,R,M,TUR,1999.0,190.0,109.055,6.7,0.5588059701492537,406.0,8.44,46.41,7.72,6.6,69.07
1172,ERI HOZUMI,0.510548523206751,200.0,0.51,37.0,0.5135135135135135,R,F,JPN,1994.0,163.83333333333334,65.39327443716158,3.43,0.5024318446153871,1804.0,4.63,42.33,3.34,7.23,47.0
1174,ERIC JOHNSON,0.5833333333333334,12.0,0.5833333333333334,0.0,0.0,R,M,USA,1993.0,187.53125,80.27142857142857,8.12,0.586340206185567,70.0,8.97,48.7,7.97,10.9,63.52
1175,ERIC QUIGLEY,0.5102040816326531,49.0,0.5102040816326531,0.0,0.0,U,M,USA,1989.0,187.53125,91.40166666666667,13.94,0.6332687517298644,313.0,8.09,50.35,10.69,9.38,70.18
1177,ERIK CREPALDI,0.45614035087719296,57.0,0.45614035087719296,0.0,0.0,L,M,ITA,1990.0,185.7058823529412,96.94602977667493,3.94,0.5827215806690127,418.0,4.67,50.41,14.49,9.23,70.5
1181,ERIKA SEMA,0.4775510204081633,198.0,0.4696969696969697,47.0,0.5106382978723404,U,F,JPN,1989.0,163.83333333333334,61.70589610042735,1.12,0.44258729981928785,2004.0,4.53,27.91,2.31,5.54,39.17
1182,ERIKA VOGELSANG,0.3076923076923077,39.0,0.3076923076923077,0.0,0.0,R,F,NED,1995.0,177.25,62.4212962962963,10.87,0.5054009819967267,387.0,8.32,36.73,1.55,1.6,14.44
1183,ERIN ROUTLIFFE,0.37142857142857144,53.0,0.39622641509433965,17.0,0.29411764705882354,R,F,CAN,1995.0,172.75,61.855769230769226,7.4,0.35689341837411626,533.0,11.06,36.02,3.01,6.64,40.48
1184,ERINA HAYASHI,0.53,86.0,0.5465116279069767,14.0,0.42857142857142855,U,F,JPN,1994.0,163.83333333333334,60.22340425531915,2.17,0.17805728140627367,517.0,1.09,18.63,2.19,6.17,37.4
1185,ERNESTO ESCOBEDO,0.5555555555555556,223.0,0.5560538116591929,56.0,0.5535714285714286,R,M,USA,1996.0,187.53125,94.74516129032259,15.49,0.6476430478671783,1547.0,6.78,53.03,17.43,7.55,72.91
1186,ERNESTS GULBIS,0.4549763033175355,150.0,0.43333333333333335,61.0,0.5081967213114754,R,M,LAT,1988.0,190.0,100.7975543478261,19.29,0.636983636941605,1318.0,12.16,48.73,10.53,6.47,72.7
1187,ESTEBAN BRUNA,0.2727272727272727,11.0,0.2727272727272727,0.0,0.0,U,M,CHI,1995.0,185.0,92.97916666666666,5.74,0.5511811023622047,84.0,12.36,43.69,5.04,10.29,68.7
1190,ESTELLE CASCINO,0.5893719806763285,179.0,0.5977653631284916,28.0,0.5357142857142857,R,F,FRA,1996.0,173.36363636363637,60.535294117647055,2.72,0.30124817114405167,1530.0,4.54,30.94,1.79,4.38,26.91
1194,ESTRELLA CABEZA CANDELA,0.6063829787234043,94.0,0.6063829787234043,0.0,0.0,R,F,ESP,1987.0,172.25,59.89189189189189,0.0,0.05632516364743492,333.0,2.63,3.15,2.88,5.22,35.67
1196,EUDICE WONG CHONG,0.5641025641025641,108.0,0.5740740740740741,9.0,0.4444444444444444,U,F,HKG,1996.0,172.13786827469158,62.64839572192514,3.68,0.44184871827250916,678.0,6.65,49.68,2.88,6.73,42.26
1198,EUGENIE BOUCHARD,0.5153061224489796,164.0,0.49390243902439024,32.0,0.625,R,F,CAN,1994.0,178.0,92.42642001042209,5.88,0.5631872159507404,1569.0,7.09,47.25,4.62,8.41,62.1
1200,EUN SE JANG,0.3191489361702128,45.0,0.3333333333333333,2.0,0.0,U,F,KOR,2000.0,172.13786827469158,59.625,0.0,0.1270681667769689,256.0,4.91,3.0,0.56,1.78,11.21
1203,EUNJI LIM,0.2777777777777778,18.0,0.2777777777777778,0.0,0.0,U,F,KOR,1998.0,172.13786827469158,59.5,0.0,0.17493692178301093,143.0,3.35,15.7,0.13,1.13,6.67
1205,EVA GUERRERO ALVAREZ,0.6137566137566137,147.0,0.6530612244897959,42.0,0.47619047619047616,U,F,ESP,1999.0,172.25,61.41975673122343,5.23,0.5619007472743739,814.0,5.18,44.5,2.78,6.79,42.57
1206,EVA LYS,0.5,20.0,0.5,22.0,0.5,R,F,GER,2002.0,176.5,60.88095238095238,0.0,0.22414427677585572,210.0,2.39,21.88,1.56,2.77,25.74
1214,EVAN FURNESS,0.46153846153846156,44.0,0.3181818181818182,47.0,0.5957446808510638,R,M,FRA,1998.0,186.96153846153845,103.08163265306123,6.57,0.590632290746006,740.0,8.33,47.26,7.71,6.66,68.22
1215,EVAN HOYT,0.2608695652173913,23.0,0.2608695652173913,0.0,0.0,R,M,GBR,1995.0,183.42857142857144,93.09803921568627,15.19,0.6276150627615062,141.0,5.74,47.68,12.75,6.37,74.12
1216,EVAN KING,0.418848167539267,172.0,0.436046511627907,19.0,0.2631578947368421,L,M,USA,1992.0,185.0,92.45377252252251,8.87,0.62283044058745,1160.0,4.28,50.9,13.46,8.08,71.6
1217,EVAN SONG,0.46153846153846156,95.0,0.47368421052631576,9.0,0.3333333333333333,U,M,USA,1992.0,187.53125,94.63541666666666,8.95,0.6026063100137174,741.0,3.96,48.65,9.06,7.32,69.26
1218,EVAN ZHU,0.25925925925925924,26.0,0.2692307692307692,1.0,0.0,U,M,USA,1998.0,187.53125,100.20357142857142,5.17,0.5873261205564142,209.0,5.17,49.08,9.35,7.08,70.78
1219,EVGENII TIURNEV,0.4,55.0,0.38181818181818183,15.0,0.4666666666666667,R,M,RUS,1997.0,187.26666666666668,79.01785714285714,21.99,0.6050346927708166,422.0,10.48,44.21,7.89,7.39,71.12
1222,EVGENIYA RODINA,0.45132743362831856,226.0,0.45132743362831856,0.0,0.0,R,F,RUS,1989.0,165.3125,77.20406388361796,2.03,0.4931369476653087,1989.0,8.36,38.22,7.22,8.03,58.08
1223,EVGENY DONSKOY,0.49382716049382713,268.0,0.5223880597014925,56.0,0.35714285714285715,R,M,RUS,1990.0,185.0,93.84672256097562,11.55,0.6407079646017699,1940.0,5.26,51.82,13.61,6.49,73.24
1224,EVGENY KARLOVSKIY,0.4666666666666667,171.0,0.5146198830409356,54.0,0.3148148148148148,R,M,RUS,1994.0,187.26666666666668,91.67619047619047,13.07,0.6214861349070373,1483.0,7.8,46.15,11.74,6.91,68.94
1226,EVITA RAMIREZ,0.4117647058823529,12.0,0.16666666666666666,39.0,0.48717948717948717,U,F,FRA,2003.0,173.36363636363637,62.614285714285714,4.3,0.7304815518075956,537.0,18.92,61.25,0.61,0.9,8.23
1227,FABIANO DE PAULA,0.34615384615384615,26.0,0.34615384615384615,0.0,0.0,R,M,BRA,1989.0,184.53846153846155,98.49019607843137,1.86,0.5676251331203408,211.0,3.17,48.03,6.2,9.39,68.11
1228,FABIEN REBOUL,0.43661971830985913,63.0,0.4126984126984127,8.0,0.625,U,M,FRA,1995.0,186.96153846153845,99.03024193548387,12.65,0.5908206332501453,511.0,7.49,47.9,5.95,7.29,67.42
1230,FABIO FOGNINI,0.578397212543554,232.0,0.603448275862069,55.0,0.4727272727272727,R,M,ITA,1987.0,178.0,110.1660111520462,7.45,0.6080916094809077,2198.0,8.42,49.79,11.6,6.04,68.24
1231,FABRICE MARTIN,0.3125,16.0,0.3125,0.0,0.0,R,M,FRA,1986.0,186.96153846153845,80.35454545454544,20.03,0.6360544217687075,91.0,6.18,50.0,14.35,5.6,76.04
1232,FABRICIO NEIS,0.46296296296296297,53.0,0.4716981132075472,1.0,0.0,U,M,BRA,1990.0,184.53846153846155,88.52206896551724,13.53,0.6198553948832035,318.0,11.54,48.57,4.08,8.85,68.09
1233,FABRIZIO ORNAGO,0.3333333333333333,38.0,0.3684210526315789,16.0,0.25,U,M,ITA,1992.0,185.7058823529412,103.76388888888889,8.89,0.6016490595207421,357.0,8.29,48.37,9.95,6.19,70.72
1234,FACUNDO ARGUELLO,0.4601226993865031,160.0,0.46875,3.0,0.0,R,M,ARG,1992.0,184.5,102.2,5.2,0.5996517196343056,1104.0,6.41,49.92,5.16,6.02,65.02
1235,FACUNDO BAGNIS,0.6106442577030813,267.0,0.602996254681648,90.0,0.6333333333333333,L,M,ARG,1990.0,183.0,104.75724374628737,10.49,0.6259345883976841,2415.0,8.32,51.33,7.35,7.19,66.07
1236,FACUNDO DIAZ ACOSTA,0.5135135135135135,13.0,0.5384615384615384,24.0,0.5,L,M,ARG,2001.0,184.5,94.26461988304094,9.05,0.6000780335544285,252.0,10.32,49.74,3.62,5.82,64.35
1237,FACUNDO MENA,0.4473684210526316,102.0,0.5,50.0,0.34,R,M,ARG,1992.0,184.5,91.79586834733894,11.27,0.5877310489761675,1045.0,8.09,47.04,6.33,6.87,67.31
1238,FAJING SUN,0.3333333333333333,64.0,0.328125,2.0,0.5,U,M,CHN,1996.0,183.66666666666663,89.29545454545455,6.21,0.5929784824462061,459.0,5.6,49.2,9.87,5.1,69.03
1239,FANG YING XUN,0.5568181818181818,241.0,0.5560165975103735,23.0,0.5652173913043478,U,F,CHN,1995.0,174.8,64.99119134833421,9.41,0.5145544804558991,1976.0,9.95,46.98,3.2,7.48,45.2
1240,FANGZHOU LIU,0.574468085106383,234.0,0.5769230769230769,1.0,0.0,R,F,CHN,1995.0,174.8,66.22962962962963,8.41,0.4872196348820258,1788.0,3.41,41.41,3.82,7.36,49.33
1243,FANNY OSTLUND,0.5654008438818565,190.0,0.5842105263157895,47.0,0.48936170212765956,R,F,SWE,1997.0,173.5,60.432038834951456,1.01,0.27859604775908203,1442.0,4.03,22.19,1.25,2.84,17.81
1244,FANNY STOLLAR,0.4876847290640394,174.0,0.47701149425287354,29.0,0.5517241379310345,R,F,HUN,1998.0,172.0,72.4660062160062,12.18,0.5312798240499469,1646.0,9.91,46.14,5.02,7.51,55.06
1248,FARRUKH DUSTOV,0.32,50.0,0.32,0.0,0.0,R,M,UZB,1986.0,196.0,91.17830882352942,11.14,0.5892055838246082,341.0,4.66,43.22,11.81,6.46,71.92
1249,FATMA AL NABHANI,0.5483870967741935,185.0,0.5513513513513514,1.0,0.0,R,F,OMA,1991.0,172.13786827469158,61.05742296918767,4.56,0.40034819468624633,1260.0,10.68,48.53,2.12,4.05,26.57
1251,FEDERICA BILARDO,0.5508982035928144,132.0,0.5303030303030303,35.0,0.6285714285714286,U,F,ITA,1999.0,166.83333333333334,60.32666666666667,1.0,0.12743614843819526,971.0,3.03,9.81,1.14,3.7,23.63
1252,FEDERICA DI SARRA,0.6197183098591549,139.0,0.5899280575539568,74.0,0.6756756756756757,R,F,ITA,1990.0,166.83333333333334,61.91077441077441,0.89,0.6319159163049785,1841.0,5.59,58.66,1.75,5.76,35.87
1255,FEDERICA ROSSI,0.6,24.0,0.3333333333333333,66.0,0.696969696969697,U,F,ITA,2001.0,166.83333333333334,61.125,1.98,0.3256697419441995,468.0,9.9,36.33,0.89,1.67,15.19
1258,FEDERICO CORIA,0.5657894736842105,207.0,0.5797101449275363,97.0,0.5360824742268041,R,M,ARG,1992.0,184.5,99.62658562367864,3.77,0.5920811158010644,2313.0,4.91,49.92,5.48,7.01,64.93
1259,FEDERICO DELBONIS,0.5833333333333334,219.0,0.5844748858447488,81.0,0.5802469135802469,L,M,ARG,1990.0,190.0,112.51657142857142,7.61,0.6292305028996797,2008.0,7.62,52.04,8.17,6.32,68.93
1260,FEDERICO GAIO,0.4957983193277311,268.0,0.4962686567164179,89.0,0.4943820224719101,R,M,ITA,1992.0,185.7058823529412,97.34091337099812,11.62,0.6227968307848653,2309.0,8.75,50.6,8.71,6.54,69.1
1261,FEDERICO ZEBALLOS,0.4,49.0,0.40816326530612246,11.0,0.36363636363636365,U,M,BOL,1988.0,185.6747825006256,89.5,9.04,0.5872740777420153,465.0,9.55,48.49,10.36,7.75,67.12
1262,FELICIANO LOPEZ,0.4897119341563786,194.0,0.520618556701031,49.0,0.3673469387755102,L,M,ESP,1981.0,188.0,108.7078476551911,23.51,0.6594106976516154,1506.0,7.53,50.54,17.86,6.18,74.45
1263,FELIPE MANTILLA,0.4230769230769231,52.0,0.4230769230769231,0.0,0.0,R,M,COL,1993.0,188.0,96.78333333333333,7.9,0.6041830065359477,346.0,6.61,50.94,9.01,10.49,70.19
1264,FELIPE MELIGENI RODRIGUES ALVES,0.5217391304347826,24.0,0.2916666666666667,68.0,0.6029411764705882,R,M,BRA,1998.0,184.53846153846155,93.16003787878788,5.15,0.6004830917874396,594.0,3.7,52.33,8.13,6.36,67.25
