,name,ratio,num_matches_2016-2019,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,hand,gender,ioc,birth,ht,minutes,perc_ace,serv_won_tot_seve,bpFaced,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon
0,AARON ADDISON,0.18181818181818182,10.0,0.2,1.0,0.0,R,M,AUS,1996.0,187.07692307692307,86.69444444444444,14.98,0.5878552971576227,83.0,12.32,47.78,8.82,5.88,75.79
1,ABBIE MYERS,0.47770700636942676,142.0,0.4788732394366197,15.0,0.4666666666666667,R,F,AUS,1994.0,170.85714285714286,61.6219512195122,1.3,0.2700032695883381,819.0,4.67,22.1,3.18,5.39,37.9
2,ABHINAV SANJEEV SHANMUGAM,0.5,13.0,0.46153846153846156,3.0,0.6666666666666666,U,M,IND,1998.0,183.8,86.875,20.59,0.6137012369172217,111.0,10.89,51.65,7.12,10.1,70.86
4,ABIGAIL TERE APISAH,0.5873015873015873,113.0,0.5752212389380531,13.0,0.6923076923076923,U,F,PNG,1992.0,172.13786827469158,63.20556133056134,3.32,0.5653831864870122,1081.0,11.42,54.16,3.76,7.94,47.32
5,ABIR EL FAHIMI,0.21428571428571427,14.0,0.21428571428571427,0.0,0.0,U,F,MAR,1995.0,172.13786827469158,49.40909090909091,0.0,0.1895424836601307,110.0,16.3,17.2,0.51,2.55,11.88
6,ADAM EL MIHDAWY,0.2608695652173913,23.0,0.2608695652173913,0.0,0.0,U,M,USA,1989.0,187.53125,61.33823529411765,13.46,0.5426062116076386,127.0,22.26,37.25,10.15,10.74,73.38
7,ADAM PAVLASEK,0.5422885572139303,197.0,0.5482233502538071,4.0,0.25,R,M,CZE,1994.0,190.375,92.12255684084563,10.44,0.6128149146494705,1386.0,5.64,50.33,5.68,6.97,67.03
10,ADELCHI VIRGILI,0.4482758620689655,29.0,0.4482758620689655,0.0,0.0,U,M,ITA,1990.0,185.7058823529412,87.79567307692308,8.63,0.5862580326248147,211.0,12.6,45.27,4.6,8.43,65.36
19,ADRIAN ANDREEV,0.4,4.0,0.0,26.0,0.46153846153846156,R,M,BUL,2001.0,188.0,100.30555555555556,3.43,0.5690531177829099,224.0,7.15,47.56,9.92,5.73,69.52
20,ADRIAN BODMER,0.2631578947368421,19.0,0.2631578947368421,0.0,0.0,R,M,SUI,1995.0,182.83333333333331,83.52857142857144,11.41,0.6062138728323699,150.0,6.49,48.78,9.13,8.24,72.75
21,ADRIAN MANNARINO,0.5214723926380368,263.0,0.5399239543726235,63.0,0.4444444444444444,L,M,FRA,1988.0,183.0,104.64317496229262,10.35,0.6255826206784745,2169.0,5.53,51.37,13.94,6.2,70.04
22,ADRIAN MENENDEZ MACEIRAS,0.5051903114186851,249.0,0.5261044176706827,40.0,0.375,R,M,ESP,1985.0,182.65217391304347,102.13521410096752,9.29,0.6246165644171779,1805.0,4.87,51.1,13.77,7.28,70.45
23,ADRIAN UNGUR,0.4492753623188406,69.0,0.4492753623188406,0.0,0.0,R,M,ROU,1985.0,178.0,92.28522920203736,4.29,0.6042131168685712,474.0,6.78,53.58,9.9,5.71,68.27
27,ADRIEN BOSSEL,0.46,50.0,0.46,0.0,0.0,L,M,SUI,1987.0,182.83333333333331,84.7842190016103,14.87,0.6266406031834683,299.0,8.44,49.59,15.42,8.2,72.47
29,ADRIENN NAGY,0.45555555555555555,43.0,0.46511627906976744,47.0,0.44680851063829785,R,F,HUN,2001.0,175.5,61.475111996017915,8.16,0.7772505639507147,1113.0,14.58,94.18,1.5,3.39,17.15
34,AGNES BUKTA,0.5535714285714286,168.0,0.5535714285714286,0.0,0.0,R,F,HUN,1993.0,175.5,60.16559139784946,2.93,0.3948110989183258,1047.0,6.99,30.74,1.72,4.45,28.92
35,AGNIESZKA RADWANSKA,0.6458333333333334,144.0,0.6458333333333334,0.0,0.0,R,F,POL,1989.0,170.0,99.05724225173941,5.31,0.5757172131147541,1087.0,4.11,46.08,5.35,8.15,60.22
37,AGUSTIN VELOTTI,0.4968553459119497,128.0,0.5,31.0,0.4838709677419355,R,M,ARG,1992.0,184.5,99.09620253164556,9.86,0.6023137702030227,1074.0,6.12,50.45,10.18,7.3,69.35
42,AIDAN MCHUGH,0.35294117647058826,5.0,0.0,12.0,0.5,U,M,GBR,2000.0,183.42857142857144,116.27272727272728,8.03,0.587603305785124,126.0,5.9,46.49,8.51,7.45,70.61
47,AJLA TOMLJANOVIC,0.5367965367965368,174.0,0.5574712643678161,57.0,0.47368421052631576,R,F,AUS,1993.0,180.0,92.35758968947844,7.27,0.5665883312061244,1897.0,10.57,44.29,7.22,8.86,61.86
49,AKARI INOUE,0.3333333333333333,36.0,0.3333333333333333,0.0,0.0,U,F,JPN,1988.0,163.83333333333334,60.35416666666667,0.0,0.3473098330241187,360.0,19.43,33.06,1.46,3.73,23.62
50,AKGUL AMANMURADOVA,0.4418604651162791,106.0,0.4528301886792453,23.0,0.391304347826087,R,F,UZB,1984.0,172.13786827469158,62.39985380116959,5.54,0.4733843843771388,1080.0,5.8,29.49,2.99,6.61,44.68
54,AKIKO OMAE,0.5074626865671642,184.0,0.5271739130434783,17.0,0.29411764705882354,R,F,JPN,1993.0,163.83333333333334,61.80496137849079,1.09,0.41115362764728614,991.0,2.3,38.8,3.01,6.95,45.41
56,AKIRA SANTILLAN,0.4956896551724138,195.0,0.5025641025641026,37.0,0.4594594594594595,R,M,AUS,1997.0,187.07692307692307,89.43147528799702,13.17,0.6283593504448511,1425.0,7.27,51.19,7.86,7.43,68.78
58,ALANA PARNABY,0.36046511627906974,59.0,0.3389830508474576,27.0,0.4074074074074074,U,F,AUS,1994.0,170.85714285714286,60.20909090909091,5.89,0.2623032986342082,605.0,14.73,24.19,1.44,3.45,22.96
65,ALBANO OLIVETTI,0.4805194805194805,77.0,0.4805194805194805,0.0,0.0,R,M,FRA,1992.0,203.0,84.81182432432432,40.0,0.6738985090572381,386.0,17.36,49.72,15.97,7.8,77.15
66,ALBERT MONTANES,0.49056603773584906,53.0,0.49056603773584906,0.0,0.0,R,M,ESP,1981.0,175.0,89.87606837606837,8.99,0.6148849797023004,324.0,9.13,50.38,11.9,7.18,70.71
67,ALBERT RAMOS,0.5153374233128835,262.0,0.5267175572519084,64.0,0.46875,L,M,ESP,1988.0,188.0,118.62827757685352,6.94,0.6210814302542083,2377.0,4.89,52.01,11.88,6.15,69.98
68,ALBERTA BRIANTI,0.4489795918367347,49.0,0.4489795918367347,0.0,0.0,R,F,ITA,1980.0,166.83333333333334,61.77777777777778,0.04,0.28465350054360294,271.0,2.46,20.88,2.68,4.77,39.61
69,ALBERTO ROMERO DE AVILA SENISE,0.45454545454545453,11.0,0.45454545454545453,0.0,0.0,U,M,ESP,1998.0,182.65217391304347,83.8,2.79,0.581267217630854,68.0,6.22,50.0,11.99,7.01,65.84
71,ALDILA SUTJIADI,0.6038961038961039,117.0,0.6239316239316239,37.0,0.5405405405405406,R,F,INA,1995.0,172.13786827469158,65.08760796756566,2.86,0.5409438537586271,1077.0,6.45,52.62,2.16,5.74,38.97
72,ALDIN SETKIC,0.4175824175824176,177.0,0.423728813559322,5.0,0.2,R,M,BIH,1988.0,193.0,95.24553128103277,12.83,0.6257883258681856,1121.0,8.23,47.44,19.52,7.28,74.04
75,ALEJANDRO DAVIDOVICH FOKINA,0.6153846153846154,133.0,0.631578947368421,75.0,0.5866666666666667,R,M,ESP,1999.0,183.0,99.4578125,4.48,0.6043692467263062,1465.0,5.67,49.77,9.36,6.1,64.9
76,ALEJANDRO FALLA,0.4305555555555556,72.0,0.4305555555555556,0.0,0.0,L,M,COL,1984.0,185.0,93.94964594807239,5.68,0.5846406421014229,566.0,6.86,48.53,11.25,8.29,68.26
77,ALEJANDRO GOMEZ GB42,0.453125,59.0,0.4576271186440678,5.0,0.4,U,M,COL,1991.0,188.0,91.44630541871922,17.38,0.6308492201039861,386.0,12.23,52.56,11.67,8.95,71.77
78,ALEJANDRO GONZALEZ,0.45588235294117646,187.0,0.44919786096256686,17.0,0.5294117647058824,R,M,COL,1989.0,188.0,96.24106364428945,5.33,0.5889412290180254,1516.0,5.11,47.96,9.13,8.3,68.59
80,ALEJANDRO TABILO,0.539568345323741,62.0,0.5161290322580645,77.0,0.5584415584415584,L,M,CHI,1997.0,185.0,91.72437500000001,9.06,0.6075279966818747,967.0,9.59,47.21,10.97,7.04,67.8
81,ALEKSANDAR KOVACEVIC,0.41025641025641024,16.0,0.25,23.0,0.5217391304347826,U,M,USA,1998.0,187.53125,99.00951086956522,17.09,0.6417766334084326,245.0,9.01,51.69,18.02,6.9,75.08
82,ALEKSANDAR VUKIC,0.5245901639344263,114.0,0.5087719298245614,69.0,0.5507246376811594,R,M,AUS,1996.0,187.07692307692307,91.16702586206897,19.13,0.6336876353579443,1092.0,6.87,49.32,12.21,7.2,71.3
83,ALEKSANDR NEDOVYESOV,0.509090909090909,205.0,0.5121951219512195,15.0,0.4666666666666667,R,M,KAZ,1987.0,188.4,93.60482804232804,8.08,0.6168158624421226,1427.0,5.09,48.15,7.58,7.39,68.11
86,ALEKSANDRA KRUNIC,0.5483870967741935,202.0,0.5297029702970297,46.0,0.6304347826086957,R,F,SRB,1993.0,176.25,80.81512605042016,4.48,0.5530209617755857,1813.0,5.32,47.77,5.22,8.56,60.19
92,ALEKSANDRA WOZNIAK,0.4857142857142857,70.0,0.4857142857142857,0.0,0.0,R,F,CAN,1987.0,175.0,64.67728758169935,0.16,0.4147087528622983,540.0,12.14,29.29,3.36,6.49,48.03
94,ALEKSANDRE METREVELI,0.3548387096774194,25.0,0.4,6.0,0.16666666666666666,R,M,GEO,1993.0,185.0,85.52045454545456,3.77,0.548649394053438,221.0,9.34,44.7,9.94,5.83,68.72
95,ALEKSANDRINA NAYDENOVA,0.5228426395939086,197.0,0.5228426395939086,0.0,0.0,R,F,BUL,1992.0,180.0,65.74540384218137,8.44,0.43899444209580774,1648.0,11.67,43.58,2.85,5.58,39.31
96,ALEN AVIDZBA,0.37254901960784315,47.0,0.3617021276595745,4.0,0.5,R,M,RUS,2000.0,187.26666666666668,100.91447368421052,11.02,0.6150502580820429,355.0,9.16,50.19,11.73,7.19,71.78
103,ALESSANDRO BEGA,0.37333333333333335,127.0,0.3937007874015748,23.0,0.2608695652173913,R,M,ITA,1991.0,185.7058823529412,87.84365501519757,3.51,0.5809505409582689,1121.0,6.0,47.15,16.32,6.94,70.88
104,ALESSANDRO GIANNESSI,0.5372168284789643,237.0,0.5443037974683544,72.0,0.5138888888888888,L,M,ITA,1990.0,183.0,104.45107001432302,5.43,0.604433519760456,2256.0,6.51,50.52,8.34,6.83,67.65
105,ALESSANDRO PETRONE,0.35,20.0,0.35,0.0,0.0,R,M,ITA,1991.0,185.7058823529412,103.07142857142857,4.5,0.5834983498349835,176.0,4.89,44.16,12.22,8.5,69.94
112,ALEX BOLT,0.5676855895196506,177.0,0.5819209039548022,52.0,0.5192307692307693,L,M,AUS,1993.0,187.07692307692307,90.79250194250194,16.29,0.6415316048936769,1443.0,5.71,51.41,11.31,6.8,70.45
113,ALEX DE MINAUR,0.6029411764705882,211.0,0.6161137440758294,61.0,0.5573770491803278,R,M,AUS,1999.0,183.0,107.30984643179765,7.77,0.6340990735488751,1751.0,5.98,53.21,10.91,7.16,69.63
114,ALEX KUZNETSOV,0.6551724137931034,29.0,0.6551724137931034,0.0,0.0,R,M,USA,1987.0,183.0,112.13684210526316,14.16,0.6489504242965609,175.0,3.41,50.46,10.89,8.7,69.31
115,ALEX LAWSON,0.16666666666666666,17.0,0.17647058823529413,1.0,0.0,L,M,USA,1994.0,191.0,79.1,10.52,0.5720164609053497,140.0,10.0,44.04,7.91,8.7,71.94
116,ALEX MOLCAN,0.5870967741935483,83.0,0.5301204819277109,72.0,0.6527777777777778,L,M,SVK,1998.0,189.28571428571428,98.75197458791209,5.86,0.6002348902339868,1128.0,7.2,50.18,7.81,6.89,64.4
117,ALEX RYBAKOV,0.49230769230769234,48.0,0.4375,17.0,0.6470588235294118,U,M,USA,1997.0,187.53125,96.73295454545455,8.67,0.6410752688172043,373.0,4.16,52.46,9.28,8.6,71.65
118,ALEXA GLATCH,0.475,52.0,0.5192307692307693,28.0,0.39285714285714285,R,F,USA,1989.0,173.1818181818182,65.15601503759399,5.38,0.5574387947269304,581.0,4.37,54.71,4.43,8.06,57.32
120,ALEXA GUARACHI,0.41975308641975306,80.0,0.425,1.0,0.0,U,F,USA,1990.0,173.1818181818182,68.18585732165207,3.64,0.5058832657684889,798.0,9.48,42.62,4.02,7.35,48.91
121,ALEXA NOEL,0.5882352941176471,23.0,0.5217391304347826,11.0,0.7272727272727273,U,F,USA,2002.0,173.1818181818182,60.60714285714286,0.0,0.20105313547151749,84.0,3.1,28.65,2.64,4.7,25.85
125,ALEXANDAR LAZAROV,0.391304347826087,14.0,0.2857142857142857,9.0,0.5555555555555556,R,M,BUL,1998.0,188.0,82.57142857142857,7.43,0.5837359178672713,182.0,7.96,49.85,12.35,7.26,69.39
126,ALEXANDAR LAZOV,0.53125,32.0,0.53125,0.0,0.0,U,M,BUL,1990.0,188.0,87.07058823529411,10.26,0.6033219345383488,231.0,9.08,48.08,6.5,10.03,68.54
127,ALEXANDER BABANINE,0.4117647058823529,17.0,0.4117647058823529,0.0,0.0,R,M,AUS,1994.0,187.07692307692307,96.97142857142856,5.62,0.5940347970173985,117.0,6.04,51.05,10.4,8.21,71.82
128,ALEXANDER BROWN,0.4375,14.0,0.5,2.0,0.0,U,M,USA,1999.0,187.53125,78.02380952380952,17.79,0.6642984014209592,65.0,8.49,53.65,14.98,7.7,77.18
129,ALEXANDER BUBLIK,0.5670731707317073,245.0,0.5836734693877551,83.0,0.5180722891566265,R,M,KAZ,1997.0,196.0,88.32136907466304,23.92,0.6281714736128367,2036.0,14.2,46.09,8.43,6.45,69.28
130,ALEXANDER BURY,0.4,30.0,0.4,0.0,0.0,R,M,BLR,1987.0,194.5,68.19444444444444,13.28,0.6051814817491942,167.0,6.43,47.8,7.6,8.72,72.28
131,ALEXANDER COZBINOV,0.18181818181818182,4.0,0.0,7.0,0.2857142857142857,R,M,MDA,1995.0,175.0,79.94444444444444,6.17,0.54521625163827,88.0,11.67,39.48,9.0,7.58,69.67
132,ALEXANDER CRNOKRAK,0.35714285714285715,9.0,0.3333333333333333,5.0,0.4,R,M,AUS,2000.0,187.07692307692307,82.72222222222223,17.2,0.6040179644786838,77.0,11.47,47.16,14.56,9.88,70.88
133,ALEXANDER ERLER,0.4411764705882353,17.0,0.4117647058823529,17.0,0.47058823529411764,U,M,AUT,1997.0,185.2,97.34210526315789,14.83,0.6109227871939736,249.0,10.2,48.07,11.11,7.58,70.27
134,ALEXANDER KUDRYAVTSEV,0.43373493975903615,83.0,0.43373493975903615,0.0,0.0,R,M,RUS,1985.0,183.0,83.27482269503545,14.55,0.6076920342582991,539.0,6.55,48.6,11.72,6.5,70.48
135,ALEXANDER RITSCHARD,0.5,51.0,0.47058823529411764,39.0,0.5384615384615384,R,M,SUI,1994.0,182.83333333333331,102.06666666666666,10.01,0.5959777877832808,693.0,8.34,48.18,9.17,7.87,67.36
136,ALEXANDER SARKISSIAN,0.47668393782383417,184.0,0.4673913043478261,9.0,0.6666666666666666,R,M,USA,1990.0,187.53125,88.92762591476539,13.86,0.6182763296670182,1201.0,7.08,50.79,14.15,8.13,71.12
137,ALEXANDER SHEVCHENKO,0.7272727272727273,0.0,0.0,11.0,0.7272727272727273,U,M,RUS,2001.0,187.26666666666668,98.3125,9.51,0.6201044386422977,61.0,7.71,51.72,3.96,7.27,58.59
138,ALEXANDER VASILENKO,0.5454545454545454,22.0,0.5454545454545454,0.0,0.0,R,M,RUS,1995.0,187.26666666666668,101.18333333333334,7.55,0.6125554850982878,158.0,9.88,52.04,7.87,8.51,68.72
139,ALEXANDER WARD,0.4647887323943662,71.0,0.4647887323943662,0.0,0.0,U,M,GBR,1990.0,183.42857142857144,91.76555023923444,11.67,0.6233688014454929,470.0,8.55,49.39,10.18,6.61,71.15
140,ALEXANDER ZHURBIN,0.3815789473684211,74.0,0.3918918918918919,2.0,0.0,U,M,RUS,1992.0,187.26666666666668,83.47028613352899,7.15,0.5723107569721115,554.0,6.21,46.56,7.72,8.05,68.57
141,ALEXANDER ZVEREV,0.7063492063492064,289.0,0.6920415224913494,89.0,0.7528089887640449,R,M,GER,1997.0,198.0,117.6408037250734,16.52,0.6542818319439057,2225.0,8.29,49.35,8.78,5.92,68.31
142,ALEXANDR DOLGOPOLOV,0.5247524752475248,101.0,0.5247524752475248,0.0,0.0,R,M,UKR,1989.0,180.0,92.76061320754717,16.03,0.6414417937687394,609.0,7.29,51.34,17.5,6.57,72.36
143,ALEXANDR IGOSHIN,0.2916666666666667,22.0,0.3181818181818182,2.0,0.0,U,M,RUS,1992.0,187.26666666666668,87.73949579831933,15.87,0.5630787037037037,193.0,18.32,41.18,11.32,11.82,71.54
145,ALEXANDRA BOZOVIC,0.4262295081967213,106.0,0.42452830188679247,16.0,0.4375,U,F,AUS,1999.0,170.85714285714286,60.292857142857144,0.09,0.22019125013469537,634.0,5.2,22.77,2.51,4.72,38.41
146,ALEXANDRA CADANTU,0.5381526104417671,195.0,0.5025641025641026,54.0,0.6666666666666666,R,F,ROU,1990.0,170.0,70.99523036988968,0.26,0.48174276200688526,2372.0,7.8,29.77,3.44,7.3,49.66
149,ALEXANDRA DULGHERU,0.5673758865248227,116.0,0.5603448275862069,25.0,0.6,R,F,ROU,1989.0,173.71428571428572,77.44887295081968,0.75,0.5513130827961129,1217.0,6.45,41.52,3.11,7.71,53.04
150,ALEXANDRA EALA,0.5454545454545454,0.0,0.0,33.0,0.5454545454545454,U,F,PHL,2005.0,172.13786827469158,64.00555555555556,2.52,0.44764649375600385,279.0,20.35,41.43,2.11,5.75,35.13
156,ALEXANDRA MOROZOVA,0.4358974358974359,39.0,0.4358974358974359,0.0,0.0,R,F,USA,1995.0,173.1818181818182,60.36363636363636,2.52,0.2816441792261817,198.0,7.56,21.74,3.37,3.71,25.24
159,ALEXANDRA PANOVA,0.47191011235955055,89.0,0.47191011235955055,0.0,0.0,R,F,RUS,1989.0,165.3125,71.12158054711247,6.13,0.5416537560228536,533.0,3.92,40.8,3.68,6.58,46.14
162,ALEXANDRA RILEY,0.19791666666666666,88.0,0.19318181818181818,8.0,0.25,U,F,USA,1991.0,173.1818181818182,60.05844155844156,1.89,0.3917064899028827,924.0,1.89,31.9,1.02,2.42,12.63
166,ALEXANDRA STEVENSON,0.3333333333333333,24.0,0.3333333333333333,0.0,0.0,R,F,USA,1981.0,173.1818181818182,62.75,9.2,0.35133846460184776,176.0,12.36,30.86,3.18,5.36,33.52
167,ALEXANDRA VAGRAMOV,0.4444444444444444,18.0,0.4444444444444444,0.0,0.0,U,F,CAN,2001.0,172.75,65.25,6.05,0.34065791341131285,119.0,9.56,31.74,2.08,3.24,26.94
169,ALEXANDRA VECIC,0.40816326530612246,14.0,0.21428571428571427,35.0,0.4857142857142857,U,F,GER,2002.0,176.5,61.12068965517241,4.31,0.29954809554551326,435.0,0.0,29.56,1.94,4.95,36.88
173,ALEXANDRE MULLER,0.5078534031413613,122.0,0.5081967213114754,69.0,0.5072463768115942,R,M,FRA,1997.0,186.96153846153845,96.74912261460847,5.34,0.5922274199352285,1389.0,5.18,47.64,8.7,6.37,67.15
174,ALEXANDRE PENAUD,0.4166666666666667,12.0,0.4166666666666667,0.0,0.0,U,M,FRA,1987.0,186.96153846153845,74.72857142857143,12.27,0.6149584487534626,73.0,4.63,48.62,14.74,6.41,71.15
175,ALEXANDRE SIDORENKO,0.47619047619047616,42.0,0.47619047619047616,0.0,0.0,R,M,FRA,1988.0,186.96153846153845,83.01363636363637,16.01,0.6249404990038787,245.0,11.44,47.67,12.61,6.87,70.98
176,ALEXEI POPYRIN,0.5482456140350878,155.0,0.5612903225806452,73.0,0.5205479452054794,R,M,AUS,1999.0,196.0,100.56046601941748,15.89,0.6401378219611388,1439.0,8.11,50.14,11.86,6.78,72.02
177,ALEXEY VATUTIN,0.45357142857142857,222.0,0.5045045045045045,58.0,0.25862068965517243,R,M,RUS,1992.0,187.26666666666668,95.42699809582626,3.12,0.5804115621653204,2211.0,7.13,48.36,11.67,6.74,66.78
178,ALEXEY ZAKHAROV,0.35294117647058826,8.0,0.375,9.0,0.3333333333333333,R,M,RUS,2000.0,187.26666666666668,83.31818181818181,14.29,0.6177536231884058,110.0,6.98,50.0,7.73,8.17,73.11
179,ALEXIOS HALEBIAN,0.3793103448275862,29.0,0.3793103448275862,0.0,0.0,L,M,USA,1994.0,187.53125,81.53787878787878,15.74,0.6077828981054787,198.0,8.04,48.12,9.83,7.61,71.03
180,ALEXIS GALARNEAU,0.5,40.0,0.45,20.0,0.6,R,M,CAN,1999.0,188.57142857142856,97.88333333333333,7.2,0.6004683840749414,430.0,8.82,50.51,10.86,9.33,67.66
181,ALEXIS GAUTIER,0.26666666666666666,14.0,0.2857142857142857,1.0,0.0,U,M,FRA,1997.0,186.96153846153845,73.63636363636363,8.86,0.5828092243186582,101.0,7.33,42.51,16.37,8.78,73.45
183,ALEXIS MUSIALEK,0.42105263157894735,19.0,0.42105263157894735,0.0,0.0,U,M,FRA,1988.0,186.96153846153845,100.5284090909091,4.83,0.5963817841547099,172.0,3.6,47.9,10.0,7.36,68.9
185,ALIAKSANDRA SASNOVICH,0.5357142857142857,213.0,0.5211267605633803,67.0,0.582089552238806,R,F,BLR,1994.0,177.25,97.59589743589743,5.34,0.5494892393136963,2422.0,10.33,43.29,7.13,9.06,62.05
198,ALICIA BARNETT,0.4391891891891892,117.0,0.4358974358974359,31.0,0.45161290322580644,U,F,GBR,1993.0,177.71428571428572,59.93975903614458,1.29,0.12515078407720145,581.0,6.46,11.79,1.75,3.29,24.23
203,ALINA CHARAEVA,0.5974025974025974,19.0,0.631578947368421,58.0,0.5862068965517241,R,F,RUS,2002.0,165.3125,60.98527349228611,2.46,0.552547090590875,539.0,9.35,36.56,1.61,4.71,24.14
212,ALIONA BOLSOVA,0.5730994152046783,119.0,0.6134453781512605,52.0,0.4807692307692308,R,F,MDA,1997.0,172.13786827469158,75.94310875034947,4.32,0.5120788686443323,1256.0,4.1,41.88,2.86,6.14,51.19
214,ALISA KLEYBANOVA,0.6818181818181818,22.0,0.6818181818181818,0.0,0.0,R,F,RUS,1989.0,181.0,67.36666666666667,12.99,0.6469282013323464,131.0,8.62,75.4,4.04,6.74,43.52
220,ALISON BAI,0.37142857142857144,137.0,0.3795620437956204,3.0,0.0,R,F,AUS,1990.0,170.85714285714286,61.25349650349651,9.24,0.4412931993312115,963.0,5.03,39.31,2.82,5.42,42.24
221,ALISON RISKE,0.5375494071146245,225.0,0.56,28.0,0.35714285714285715,R,F,USA,1990.0,173.0,102.24016465560584,3.77,0.5668412421308787,2069.5,8.4,46.27,8.64,8.38,62.71
222,ALISON VAN UYTVANCK,0.5573122529644269,205.0,0.5756097560975609,48.0,0.4791666666666667,R,F,BEL,1994.0,173.0,88.24195795339412,8.3,0.5803552272485832,1885.0,5.61,49.07,4.02,8.32,61.12
223,ALIZE CORNET,0.5370370370370371,207.0,0.5362318840579711,63.0,0.5396825396825397,R,F,FRA,1990.0,173.0,104.86041379310345,3.33,0.553979634247714,2354.0,9.28,42.87,2.76,7.54,59.71
224,ALIZE LIM,0.46540880503144655,148.0,0.4594594594594595,11.0,0.5454545454545454,R,F,FRA,1990.0,173.36363636363637,64.7120826709062,0.15,0.42843231703107454,1242.0,6.62,23.38,3.36,6.79,45.11
225,ALJAZ BEDENE,0.5801526717557252,203.0,0.6009852216748769,59.0,0.5084745762711864,R,M,SLO,1989.0,181.0,112.31106459330144,18.24,0.6409281527498143,1684.0,6.12,50.22,11.79,6.52,70.39
226,ALLA KUDRYAVTSEVA,0.475,80.0,0.475,0.0,0.0,R,F,RUS,1987.0,165.3125,77.4172932330827,5.29,0.4938650306748466,705.0,9.4,41.49,4.12,7.51,54.87
227,ALLIE KIICK,0.5542857142857143,150.0,0.5933333333333334,25.0,0.32,R,F,USA,1995.0,173.1818181818182,66.74636531853027,3.57,0.4523809523809524,1279.0,7.44,38.42,3.94,7.04,51.59
231,ALONA FOMINA,0.48717948717948717,115.0,0.4956521739130435,2.0,0.0,R,F,UKR,1989.0,173.75,60.45,1.08,0.27918151389067986,960.0,11.88,19.8,1.75,3.56,22.32
234,ALTUG CELIKBILEK,0.5846153846153846,63.0,0.49206349206349204,67.0,0.6716417910447762,U,M,TUR,1996.0,190.0,87.86476608187135,13.88,0.6143318965517242,817.0,9.31,48.34,11.06,7.18,68.54
235,ALYCIA PARKS,0.49606299212598426,72.0,0.4722222222222222,55.0,0.5272727272727272,U,F,USA,2001.0,173.1818181818182,62.42807539682539,15.81,0.6792377927749107,914.0,22.44,69.39,3.11,6.81,46.09
240,AMAL SULTANBEKOV,0.18181818181818182,11.0,0.18181818181818182,0.0,0.0,U,M,UZB,1999.0,192.0,93.97222222222223,6.3,0.5366430260047281,113.0,18.51,44.72,17.12,8.88,72.52
241,AMANDA ANISIMOVA,0.60625,111.0,0.6486486486486487,49.0,0.5102040816326531,R,F,USA,2001.0,180.0,81.45712649320896,3.18,0.5754494819018839,1256.0,7.47,46.9,5.3,8.93,59.31
242,AMANDA CARRERAS,0.6298076923076923,149.0,0.6577181208053692,59.0,0.559322033898305,R,F,GBR,1990.0,177.71428571428572,60.8986319024487,1.43,0.6069060908547201,2628.0,11.05,58.85,1.93,4.49,32.7
243,AMANDA RODGERS,0.45161290322580644,62.0,0.45161290322580644,0.0,0.0,L,F,USA,1993.0,173.1818181818182,60.63235294117647,2.28,0.24300431218782165,476.0,6.83,19.26,1.92,3.6,23.64
245,AMANDINE HESSE,0.4982078853046595,204.0,0.47549019607843135,75.0,0.56,R,F,FRA,1993.0,173.36363636363637,69.30503597122302,8.26,0.5438983986747653,2400.0,9.59,53.58,3.69,6.97,51.54
247,AMARISSA KIARA TOTH,0.35714285714285715,2.0,0.0,12.0,0.4166666666666667,U,F,HUN,2003.0,175.5,63.22222222222222,0.0,0.35664335664335667,99.0,7.96,30.72,1.81,4.45,25.7
248,AMARNI BANKS,0.46153846153846156,3.0,0.3333333333333333,23.0,0.4782608695652174,R,F,GBR,2002.0,177.71428571428572,61.57142857142857,0.0,0.3867867867867868,84.0,6.67,27.32,1.33,1.9,16.25
249,AMBER MARSHALL,0.5869565217391305,29.0,0.5862068965517241,17.0,0.5882352941176471,U,F,AUS,2001.0,170.85714285714286,60.131578947368425,0.0,0.10662925289372151,304.0,9.03,13.88,2.23,4.14,29.97
257,AMINA ANSHBA,0.5991902834008097,189.0,0.6137566137566137,58.0,0.5517241379310345,L,F,RUS,1999.0,165.3125,60.90509828009828,2.63,0.4459365593887474,2173.0,4.37,42.7,2.01,5.2,32.4
260,AMINE AHOUDA,0.18181818181818182,11.0,0.18181818181818182,0.0,0.0,U,M,MAR,1997.0,185.0,87.88888888888889,2.24,0.5351681957186545,76.0,13.45,41.75,8.4,7.09,71.38
261,AMIR WEINTRAUB,0.3870967741935484,61.0,0.39344262295081966,1.0,0.0,R,M,ISR,1986.0,188.0,76.79605263157895,7.95,0.5777364629328375,439.0,4.41,45.93,14.8,7.87,72.78
264,AMRA SADIKOVIC,0.452991452991453,117.0,0.452991452991453,0.0,0.0,R,F,SUI,1989.0,171.33333333333334,68.77550117924528,7.59,0.5221661717846058,889.0,9.39,48.85,4.31,7.56,51.94
266,AN SOPHIE MESTACH,0.47706422018348627,109.0,0.47706422018348627,0.0,0.0,R,F,BEL,1994.0,174.8,61.62280701754386,0.06,0.2400938652657192,741.0,6.34,19.99,2.92,6.16,41.14
