,ratio,num_matches_2016-2019,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,birth,ht,minutes,perc_ace,serv_won_tot_seve,bpFaced,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon,rank,hand_num,gender_num,ioc_num
783,0.3684210526315789,19.0,0.3684210526315789,0.0,0.0,1993.0,185.0,91.83333333333334,3.03,0.5906810035842294,163.0,6.17,51.87,12.87,8.4,72.22,799.0,0,1,46
784,0.4210526315789473,15.0,0.4666666666666667,4.0,0.25,2002.0,172.13786827469158,61.31818181818181,0.13,0.2066390041493775,98.0,8.21,24.22,1.94,4.77,35.61,967.0,2,0,36
785,0.5384615384615384,169.0,0.5384615384615384,0.0,0.0,1985.0,188.0,106.36813186813188,12.46,0.6485786144348754,1005.0,5.46,52.76,15.37,6.31,73.93,84.0,0,1,2
786,0.2857142857142857,14.0,0.2857142857142857,0.0,0.0,2000.0,172.13786827469158,61.45,3.46,0.3742203742203742,101.0,16.31,39.44,1.92,4.14,25.44,1258.0,1,0,11
787,0.3,20.0,0.3,0.0,0.0,1990.0,180.3333333333333,73.19047619047619,7.59,0.5858736059479553,154.0,7.71,45.42,7.15,6.61,69.91,,2,1,84
788,0.1875,16.0,0.1875,0.0,0.0,2000.0,168.0,59.65384615384615,1.99,0.1360069747166521,117.0,7.95,13.18,0.69,2.77,8.37,1123.0,2,0,84
789,0.6019108280254777,246.0,0.6056910569105691,68.0,0.5882352941176471,1997.0,196.0,100.1967619047619,14.18,0.6426494224781479,1918.0,7.36,49.91,9.68,6.69,69.13,180.0,1,1,68
790,0.5813953488372093,162.0,0.6234567901234568,53.0,0.4528301886792453,1993.0,185.6747825006256,97.88422222222222,3.5,0.6081396123359755,1526.0,3.19,50.77,7.11,6.21,64.63,145.0,1,1,11
791,0.4888888888888889,21.0,0.3809523809523809,69.0,0.5217391304347826,2000.0,186.96153846153845,100.24061264822134,5.59,0.5874226507411139,744.0,5.84,50.39,8.98,5.98,66.42,272.0,0,1,29
792,0.5027322404371585,109.0,0.4954128440366973,74.0,0.5135135135135135,1996.0,186.96153846153845,98.33020783564264,11.71,0.6122402890695574,1257.0,6.92,46.31,7.1,7.06,67.64,341.0,1,1,29
793,0.5288461538461539,101.0,0.5346534653465347,3.0,0.3333333333333333,1991.0,185.0,90.41020408163266,14.69,0.6097998973832734,773.0,7.29,47.6,6.22,7.83,68.19,473.0,1,1,57
794,0.4545454545454545,11.0,0.4545454545454545,0.0,0.0,1993.0,187.53125,87.46666666666667,11.74,0.6023809523809524,81.0,6.29,49.31,8.72,10.64,68.72,991.0,1,1,90
795,0.1904761904761904,17.0,0.0588235294117647,4.0,0.75,1999.0,172.13786827469158,62.81617647058823,0.5,0.2990506329113924,152.0,14.57,36.88,1.43,4.06,25.09,939.0,2,0,75
796,0.6022099447513812,175.0,0.6171428571428571,6.0,0.1666666666666666,1996.0,185.0,101.6053134556575,8.9,0.6326138720331823,1085.0,6.64,50.08,14.01,6.48,68.57,83.0,1,1,46
797,0.4318181818181818,44.0,0.4318181818181818,0.0,0.0,2000.0,168.0,60.98,0.24,0.2250557857825948,176.0,1.3,20.92,1.67,4.48,23.89,1125.0,2,0,84
798,0.2542372881355932,52.0,0.2884615384615384,7.0,0.0,1996.0,172.13786827469158,59.72727272727273,1.62,0.0713789107763615,440.0,11.32,13.8,0.42,1.46,9.57,1016.0,1,0,53
799,0.5692307692307692,64.0,0.578125,1.0,0.0,1998.0,173.5,59.98214285714286,0.93,0.1261802575107296,280.0,1.86,6.81,1.47,2.36,21.74,991.0,2,0,82
800,0.7572254335260116,114.0,0.7631578947368421,59.0,0.7457627118644068,2001.0,176.0,82.04980007270083,5.84,0.5337526821054623,1010.0,6.29,50.31,5.03,6.76,50.21,235.0,1,0,68
801,0.3636363636363636,9.0,0.4444444444444444,2.0,0.0,1997.0,184.53846153846155,87.69642857142857,5.58,0.5952380952380952,90.0,9.71,47.19,5.49,8.44,66.03,1036.0,2,1,12
802,0.4573643410852713,101.0,0.4752475247524752,28.0,0.3928571428571428,1987.0,190.0,73.80326876513317,9.37,0.6082281661368364,856.0,5.44,47.64,13.64,7.73,68.57,289.0,1,1,58
803,0.4615384615384615,13.0,0.4615384615384615,0.0,0.0,1982.0,198.0,95.39285714285714,14.47,0.6410526315789473,83.0,6.41,49.42,11.0,5.9,70.02,1223.0,1,1,81
804,0.45,20.0,0.45,0.0,0.0,1990.0,188.0,71.95959595959596,10.0,0.5898178698648457,129.0,10.0,47.21,8.46,8.32,69.87,886.0,1,1,78
805,0.5263157894736842,21.0,0.5714285714285714,17.0,0.4705882352941176,2002.0,173.71428571428572,60.41666666666667,0.0,0.1974683544303797,162.0,8.19,28.12,0.32,0.95,6.66,1397.0,2,0,71
806,0.5245901639344263,168.0,0.5119047619047619,76.0,0.5526315789473685,1987.0,185.0,106.34536637931036,12.3,0.6301797438381229,1582.0,9.34,49.91,12.52,6.79,70.92,234.0,1,1,88
807,0.4952380952380952,105.0,0.4952380952380952,0.0,0.0,1994.0,177.25,60.72641509433962,1.09,0.2735730402714831,635.0,5.44,28.29,1.57,3.86,20.67,715.0,1,0,10
